circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr18:9195551|9221999	chr18	9195551	9221999	14	12_12_0	350	0.074	n/a	/n/a	+	SRR12794723.2026868,SRR12794723.8080296,SRR12794723.15530706,SRR12794723.16002950,SRR12794723.16003106,SRR12794723.18059086,SRR12794723.24844296,SRR12794723.24844478,SRR12794723.26559313,SRR12794723.27722622,SRR12794723.28502819,SRR12794723.39585170,SRR12794723.39809593,SRR12794723.46815067,	ANKRD12	5	148,147,201,143,148
chr18:9204476|9211784	chr18	9204476	9211784	4	1_1_1	372	0.021	n/a	/n/a	+	SRR12794723.22530808,SRR12794723.30472662,SRR12794723.44129077,SRR12794723.43144693,	ANKRD12	3	69,147,201
chr18:9204476|9221999	chr18	9204476	9221999	2	1_2_0	253	0.016	n/a	/n/a	+	SRR12794723.3501721,SRR12794723.39711331,	ANKRD12	5	69,147,201,143,148
chr18:9208657|9221999	chr18	9208657	9221999	15	11_10_0	409	0.068	n/a	/n/a	+	SRR12794723.2285310,SRR12794723.3547720,SRR12794723.8472997,SRR12794723.10920262,SRR12794723.18519471,SRR12794723.18519964,SRR12794723.23830965,SRR12794723.25950281,SRR12794723.32911552,SRR12794723.37844319,SRR12794723.42142697,SRR12794723.42143286,SRR12794723.44268696,SRR12794723.20063705,SRR12794723.20063785,	ANKRD12	4	147,201,143,148
chr18:9524594|9525851	chr18	9524594	9525851	72	41_40_3	70	0.673	n/a	/n/a	+	SRR12794723.374108,SRR12794723.2177517,SRR12794723.2312903,SRR12794723.3874179,SRR12794723.3933952,SRR12794723.4169292,SRR12794723.6156308,SRR12794723.6379332,SRR12794723.6379356,SRR12794723.6722761,SRR12794723.7287152,SRR12794723.7354669,SRR12794723.9102680,SRR12794723.9248299,SRR12794723.9691485,SRR12794723.9691548,SRR12794723.10410660,SRR12794723.10410680,SRR12794723.10411053,SRR12794723.10680156,SRR12794723.10729660,SRR12794723.11467734,SRR12794723.13448203,SRR12794723.13462658,SRR12794723.14997786,SRR12794723.15842446,SRR12794723.16099649,SRR12794723.16734168,SRR12794723.16734365,SRR12794723.19129330,SRR12794723.19129414,SRR12794723.19558040,SRR12794723.20567407,SRR12794723.21127345,SRR12794723.25397284,SRR12794723.25868515,SRR12794723.25969457,SRR12794723.26931892,SRR12794723.27378307,SRR12794723.27850701,SRR12794723.28612171,SRR12794723.30252696,SRR12794723.31695953,SRR12794723.31822830,SRR12794723.32434253,SRR12794723.32982156,SRR12794723.33290605,SRR12794723.33689581,SRR12794723.34102497,SRR12794723.34102645,SRR12794723.35182656,SRR12794723.36701667,SRR12794723.36940220,SRR12794723.38754157,SRR12794723.38792624,SRR12794723.39536809,SRR12794723.39634101,SRR12794723.40236209,SRR12794723.41520473,SRR12794723.44058783,SRR12794723.44836685,SRR12794723.44862659,SRR12794723.46611239,SRR12794723.2965867,SRR12794723.10517588,SRR12794723.13865503,SRR12794723.24628612,SRR12794723.24630735,SRR12794723.25498092,SRR12794723.26380658,SRR12794723.35370634,SRR12794723.36298012,	RALBP1	2	162,132
chr18:9583117|9595102	chr18	9583117	9595102	14	9_5_5	316	0.081	n/a	/n/a	-	SRR12794723.8901311,SRR12794723.13115205,SRR12794723.16978911,SRR12794723.16978994,SRR12794723.17264151,SRR12794723.21681675,SRR12794723.24907594,SRR12794723.25529898,SRR12794723.25536578,SRR12794723.28692840,SRR12794723.29006585,SRR12794723.42407527,SRR12794723.47997190,SRR12794723.27346112,	PPP4R1	6	159,66,108,147,143,85
chr18:9583117|9595153	chr18	9583117	9595153	14	11_9_0	217	0.114	n/a	/n/a	-	SRR12794723.4260098,SRR12794723.4868163,SRR12794723.6991442,SRR12794723.17796786,SRR12794723.27450208,SRR12794723.29445607,SRR12794723.31403934,SRR12794723.31404112,SRR12794723.32744865,SRR12794723.32745207,SRR12794723.37344885,SRR12794723.43513308,SRR12794723.5413962,SRR12794723.12869293,	PPP4R1	7	159,66,108,147,143,107,136
chr18:9588089|9595102	chr18	9588089	9595102	6	4_3_1	370	0.031	n/a	/n/a	-	SRR12794723.18007625,SRR12794723.20555236,SRR12794723.20589413,SRR12794723.26410238,SRR12794723.48901176,SRR12794723.48902507,	PPP4R1	3	147,143,85
chr18:9588089|9595153	chr18	9588089	9595153	7	6_6_0	275	0.048	n/a	/n/a	-	SRR12794723.6986787,SRR12794723.7904574,SRR12794723.8142701,SRR12794723.14455541,SRR12794723.18649969,SRR12794723.46087953,SRR12794723.46089019,	PPP4R1	4	147,143,107,136
chr18:9593768|9595102	chr18	9593768	9595102	3	2_1_1	471	0.013	n/a	/n/a	-	SRR12794723.6953547,SRR12794723.7761018,SRR12794723.19378180,	PPP4R1	2	107,85
chr18:9775278|9815222	chr18	9775278	9815222	2	2_1_1	289	0.014	n/a	/n/a	+	SRR12794723.22604988,SRR12794723.24038523,	RAB31	4	80,82,72,107
chr18:9814020|9815222	chr18	9814020	9815222	2	1_1_1	277	0.014	n/a	/n/a	+	SRR12794723.12402905,SRR12794723.12020342,	RAB31	2	72,107
chr18:9931810|9937066	chr18	9931810	9937066	31	21_11_11	216	0.223	n/a	/n/a	+	SRR12794723.1693871,SRR12794723.7167776,SRR12794723.7168549,SRR12794723.7171917,SRR12794723.9493239,SRR12794723.13900199,SRR12794723.18424891,SRR12794723.23335390,SRR12794723.24709813,SRR12794723.25330676,SRR12794723.30280669,SRR12794723.30280968,SRR12794723.36229469,SRR12794723.37108655,SRR12794723.37984204,SRR12794723.39673563,SRR12794723.40229324,SRR12794723.44419227,SRR12794723.45948451,SRR12794723.46042791,SRR12794723.46425808,SRR12794723.2959800,SRR12794723.14424186,SRR12794723.15616089,SRR12794723.17315884,SRR12794723.20186409,SRR12794723.21574666,SRR12794723.21575487,SRR12794723.21832498,SRR12794723.25017310,SRR12794723.37245710,	VAPA	3	153,104,81
chr18:9931810|9950568	chr18	9931810	9950568	4	4_4_0	196	0.039	n/a	/n/a	+	SRR12794723.22868478,SRR12794723.33565910,SRR12794723.46686577,SRR12794723.48165912,	VAPA	5	153,104,81,135,174
chr18:10539762|10540399	chr18	10539762	10540399	2	1_1_1	85	0.045	n/a	/n/a	+	SRR12794723.2570651,SRR12794723.7517130,	NAPG	3	110,67,71
chr18:12356694|12360051	chr18	12356694	12360051	2	2_2_0	28	0.125	n/a	/n/a	-	SRR12794723.11057218,SRR12794723.30991141,	AFG3L2	3	138,274,125
chr18:12830943|12836891	chr18	12830943	12836891	3	2_0_2	13	0.316	n/a	/n/a	-	SRR12794723.7929654,SRR12794723.7930231,SRR12794723.20228243,	PTPN2	2	99,101
chr18:12999421|13019206	chr18	12999421	13019206	12	10_7_0	115	0.173	n/a	/n/a	+	SRR12794723.8526678,SRR12794723.8675030,SRR12794723.10199081,SRR12794723.29116325,SRR12794723.30322226,SRR12794723.42973652,SRR12794723.45179593,SRR12794723.45179616,SRR12794723.631176,SRR12794723.29936817,SRR12794723.29937147,SRR12794723.30721895,	CEP192	8	168,126,176,53,121,149,136,125
chr18:12999421|13030608	chr18	12999421	13030608	21	13_14_0	99	0.298	n/a	/n/a	+	SRR12794723.812670,SRR12794723.815058,SRR12794723.7331449,SRR12794723.12002075,SRR12794723.13522451,SRR12794723.14229526,SRR12794723.15521007,SRR12794723.15521031,SRR12794723.15521453,SRR12794723.19441191,SRR12794723.19441211,SRR12794723.22049922,SRR12794723.26727411,SRR12794723.37216275,SRR12794723.37216291,SRR12794723.40536488,SRR12794723.41043351,SRR12794723.46480185,SRR12794723.46481787,SRR12794723.48792067,SRR12794723.30907016,	CEP192	10	168,126,176,53,121,149,136,125,340,144
chr18:12999421|13073185	chr18	12999421	13073185	2	1_2_0	103	0.037	n/a	/n/a	+	SRR12794723.7088732,SRR12794723.3601818,	CEP192	29	168,126,176,53,121,149,136,125,340,144,65,210,127,131,823,127,172,919,149,231,126,144,64,140,93,119,174,91,177
chr18:13037237|13040956	chr18	13037237	13040956	5	3_4_2	85	0.105	n/a	/n/a	+	SRR12794723.2152731,SRR12794723.6701334,SRR12794723.29946715,SRR12794723.43262731,SRR12794723.4278234,	CEP192	3	65,210,127
chr18:13099476|13103588	chr18	13099476	13103588	3	2_0_2	66	0.083	n/a	/n/a	+	SRR12794723.9704961,SRR12794723.23889448,SRR12794723.23889600,	CEP192	3	106,208,80
chr18:13278105|13387762	chr18	13278105	13387762	3	2_3_1	23	0.207	n/a	/n/a	+	SRR12794723.22821507,SRR12794723.27635386,SRR12794723.42572853,	LDLRAD4	2	84,422
chr18:20982763|20984535	chr18	20982763	20984535	5	2_3_1	334	0.029	n/a	/n/a	-	SRR12794723.164246,SRR12794723.11340420,SRR12794723.11340429,SRR12794723.15931645,SRR12794723.20777081,	ROCK1	2	70,185
chr18:20982763|20992937	chr18	20982763	20992937	5	1_4_3	327	0.03	n/a	/n/a	-	SRR12794723.3242282,SRR12794723.16904973,SRR12794723.16905243,SRR12794723.18802165,SRR12794723.22108410,	ROCK1	5	70,185,161,151,107
chr18:20991176|20992937	chr18	20991176	20992937	3	3_2_0	327	0.018	n/a	/n/a	-	SRR12794723.25993287,SRR12794723.46059032,SRR12794723.21898956,	ROCK1	2	151,107
chr18:21039472|21044186	chr18	21039472	21044186	5	2_2_4	434	0.023	n/a	/n/a	-	SRR12794723.5545692,SRR12794723.23049879,SRR12794723.41462194,SRR12794723.4948719,SRR12794723.16229419,	ROCK1	4	92,139,145,85
chr18:21049092|21049880	chr18	21049092	21049880	2	2_2_0	356	0.011	n/a	/n/a	-	SRR12794723.30897601,SRR12794723.39814736,	ROCK1	2	138,101
chr18:21564203|21568094	chr18	21564203	21568094	6	5_5_0	97	0.11	n/a	/n/a	-	SRR12794723.10712666,SRR12794723.12446642,SRR12794723.22543248,SRR12794723.23133908,SRR12794723.31203273,SRR12794723.33227083,	ESCO1	3	115,61,115
chr18:21564203|21584440	chr18	21564203	21584440	2	2_2_0	62	0.061	n/a	/n/a	-	SRR12794723.17761164,SRR12794723.42937933,	ESCO1	6	115,61,115,2117,106,131
chr18:21656861|21659343	chr18	21656861	21659343	4	3_3_0	267	0.029	n/a	/n/a	-	SRR12794723.21735074,SRR12794723.26103745,SRR12794723.26103858,SRR12794723.30329961,	ABHD3	3	166,49,174
chr18:21765772|21779685	chr18	21765772	21779685	30	23_23_0	92	0.395	n/a	/n/a	+	SRR12794723.2979494,SRR12794723.4447169,SRR12794723.4969520,SRR12794723.5377077,SRR12794723.8993550,SRR12794723.8993870,SRR12794723.10637444,SRR12794723.12746880,SRR12794723.15783745,SRR12794723.19160177,SRR12794723.19356186,SRR12794723.21113000,SRR12794723.21796172,SRR12794723.22210823,SRR12794723.23275644,SRR12794723.27218317,SRR12794723.29207347,SRR12794723.33977097,SRR12794723.33977538,SRR12794723.35457778,SRR12794723.37467005,SRR12794723.37932918,SRR12794723.38777870,SRR12794723.45815499,SRR12794723.48986157,SRR12794723.49430646,SRR12794723.2854400,SRR12794723.2854640,SRR12794723.8566692,SRR12794723.48264894,	MIB1	5	172,130,105,67,205
chr18:21765772|21804014	chr18	21765772	21804014	3	3_3_0	95	0.059	n/a	/n/a	+	SRR12794723.3719075,SRR12794723.8148921,SRR12794723.35797773,	MIB1	9	172,130,105,67,205,184,145,134,108
chr18:21765772|21819646	chr18	21765772	21819646	5	4_3_0	82	0.109	n/a	/n/a	+	SRR12794723.18937700,SRR12794723.28499586,SRR12794723.48074461,SRR12794723.48075360,SRR12794723.18425591,	MIB1	11	172,130,105,67,205,184,145,134,108,198,152
chr18:23463967|23464628	chr18	23463967	23464628	6	2_2_0	230	0.05	n/a	/n/a	+	SRR12794723.25199499,SRR12794723.25199697,SRR12794723.25200247,SRR12794723.38497842,SRR12794723.38497967,SRR12794723.47312478,	RIOK3	3	146,108,110
chr18:23515856|23516423	chr18	23515856	23516423	3	2_1_0	144	0.04	n/a	/n/a	+	SRR12794723.42802952,SRR12794723.42803546,SRR12794723.17301337,	RMC1	2	141,104
chr18:23518890|23520313	chr18	23518890	23520313	2	2_1_1	136	0.029	n/a	/n/a	+	SRR12794723.18452877,SRR12794723.31388009,	RMC1	3	90,106,112
chr18:24064140|24069271	chr18	24064140	24069271	59	11_21_27	144	0.45	n/a	/n/a	+	SRR12794723.803694,SRR12794723.817877,SRR12794723.1249669,SRR12794723.1323018,SRR12794723.2041767,SRR12794723.4341216,SRR12794723.4341235,SRR12794723.4543078,SRR12794723.4718969,SRR12794723.5280233,SRR12794723.5790195,SRR12794723.5790202,SRR12794723.6591335,SRR12794723.9583031,SRR12794723.9620035,SRR12794723.9787419,SRR12794723.12005898,SRR12794723.12037213,SRR12794723.13566076,SRR12794723.15316325,SRR12794723.15716783,SRR12794723.15921600,SRR12794723.15922797,SRR12794723.16172479,SRR12794723.19647637,SRR12794723.20032016,SRR12794723.22092878,SRR12794723.22092897,SRR12794723.22596690,SRR12794723.22596844,SRR12794723.22790231,SRR12794723.22790247,SRR12794723.24500477,SRR12794723.24547240,SRR12794723.26560683,SRR12794723.28166724,SRR12794723.29377458,SRR12794723.29520114,SRR12794723.29520252,SRR12794723.29828319,SRR12794723.31154150,SRR12794723.35679888,SRR12794723.36455427,SRR12794723.37637212,SRR12794723.39087807,SRR12794723.40872029,SRR12794723.40872030,SRR12794723.41679544,SRR12794723.44513214,SRR12794723.44513405,SRR12794723.46190477,SRR12794723.47301796,SRR12794723.10352957,SRR12794723.25496548,SRR12794723.41262719,SRR12794723.45630183,SRR12794723.45630442,SRR12794723.45630475,SRR12794723.45630487,	TTC39C	3	49,129,115
chr18:24064140|24083081	chr18	24064140	24083081	21	6_14_6	147	0.222	n/a	/n/a	+	SRR12794723.295436,SRR12794723.2611757,SRR12794723.6273118,SRR12794723.6273140,SRR12794723.6273240,SRR12794723.12245356,SRR12794723.13126225,SRR12794723.20484919,SRR12794723.20485184,SRR12794723.20485196,SRR12794723.22649877,SRR12794723.23001386,SRR12794723.23322631,SRR12794723.25592706,SRR12794723.44176981,SRR12794723.44319116,SRR12794723.12333011,SRR12794723.24387278,SRR12794723.36962925,SRR12794723.39248746,SRR12794723.42970075,	TTC39C	5	49,129,115,355,169
chr18:24123834|24125550	chr18	24123834	24125550	4	2_4_2	92	0.08	n/a	/n/a	+	SRR12794723.10818191,SRR12794723.13784409,SRR12794723.28628197,SRR12794723.47764562,	TTC39C	2	110,124
chr18:24366892|24377535	chr18	24366892	24377535	3	1_3_2	27	0.182	n/a	/n/a	-	SRR12794723.1649961,SRR12794723.40041963,SRR12794723.45320129,	OSBPL1A	3	75,86,123
chr18:26052624|26078160	chr18	26052624	26078160	2	2_1_1	118	0.033	n/a	/n/a	-	SRR12794723.1914278,SRR12794723.34994913,	SS18	3	222,154,85
chr18:26315229|26335231	chr18	26315229	26335231	4	3_1_0	7	0.533	n/a	/n/a	+	SRR12794723.44265651,SRR12794723.44265705,SRR12794723.27097019,SRR12794723.46411980,	TAF4B	4	170,131,126,57
chr18:26315229|26357794	chr18	26315229	26357794	2	2_2_0	10	0.286	n/a	/n/a	+	SRR12794723.36629134,SRR12794723.41506966,	TAF4B	5	170,131,126,57,105
chr18:31638644|31666372	chr18	31638644	31666372	7	5_2_3	5	0.737	n/a	/n/a	-	SRR12794723.64327,SRR12794723.64836,SRR12794723.1397447,SRR12794723.31256007,SRR12794723.39988159,SRR12794723.40706367,SRR12794723.40706943,	B4GALT6	4	117,125,114,117
chr18:31832084|31839457	chr18	31832084	31839457	13	4_7_5	177	0.128	n/a	/n/a	-	SRR12794723.1635685,SRR12794723.7514071,SRR12794723.18314247,SRR12794723.23272284,SRR12794723.28487815,SRR12794723.28488196,SRR12794723.28491596,SRR12794723.33278266,SRR12794723.33278293,SRR12794723.46223820,SRR12794723.1067557,SRR12794723.1067746,SRR12794723.9797521,	TRAPPC8	2	90,146
chr18:31846716|31852663	chr18	31846716	31852663	4	0_3_2	190	0.04	n/a	/n/a	-	SRR12794723.17764616,SRR12794723.71948,SRR12794723.270679,SRR12794723.28649263,	TRAPPC8	4	102,174,59,69
chr18:31864627|31867476	chr18	31864627	31867476	2	2_2_0	182	0.022	n/a	/n/a	-	SRR12794723.2031175,SRR12794723.18059158,	TRAPPC8	3	155,127,75
chr18:31913369|31917667	chr18	31913369	31917667	3	2_2_0	181	0.032	n/a	/n/a	-	SRR12794723.41009849,SRR12794723.41901080,SRR12794723.41902249,	TRAPPC8	3	154,175,90
chr18:32111754|32113860	chr18	32111754	32113860	29	23_20_2	57	0.504	n/a	/n/a	+	SRR12794723.3491365,SRR12794723.4081009,SRR12794723.4638208,SRR12794723.5749118,SRR12794723.9930328,SRR12794723.12325936,SRR12794723.12326152,SRR12794723.15388216,SRR12794723.19664816,SRR12794723.20360788,SRR12794723.22199183,SRR12794723.22530575,SRR12794723.22531067,SRR12794723.26145953,SRR12794723.28630422,SRR12794723.34520638,SRR12794723.34781204,SRR12794723.36651511,SRR12794723.37959377,SRR12794723.39055502,SRR12794723.40878766,SRR12794723.43139071,SRR12794723.43381392,SRR12794723.44361200,SRR12794723.44872058,SRR12794723.46640809,SRR12794723.47595482,SRR12794723.18400118,SRR12794723.22107234,	RNF138	2	166,116
chr18:32111754|32124845	chr18	32111754	32124845	7	6_5_1	49	0.222	n/a	/n/a	+	SRR12794723.11433565,SRR12794723.11434381,SRR12794723.26066423,SRR12794723.28364475,SRR12794723.30469020,SRR12794723.37426367,SRR12794723.42206066,	RNF138	4	166,116,57,112
chr18:35478282|35480563	chr18	35478282	35480563	3	2_1_2	14	0.3	n/a	/n/a	-	SRR12794723.8393421,SRR12794723.28538175,SRR12794723.48331360,	INO80C	3	68,112,111
chr18:35654560|35677757	chr18	35654560	35677757	2	2_2_0	129	0.03	n/a	/n/a	+	SRR12794723.30441302,SRR12794723.44177410,	GALNT1	3	242,175,167
chr18:36026900|36033837	chr18	36026900	36033837	12	11_10_0	99	0.195	n/a	/n/a	-	SRR12794723.7803660,SRR12794723.7834589,SRR12794723.8737941,SRR12794723.8739355,SRR12794723.19584823,SRR12794723.19585127,SRR12794723.26673001,SRR12794723.27430809,SRR12794723.28138709,SRR12794723.35965331,SRR12794723.35965436,SRR12794723.24708112,	RPRD1A	5	176,127,98,107,130
chr18:36141137|36146381	chr18	36141137	36146381	2	1_2_1	114	0.034	n/a	/n/a	+	SRR12794723.14940375,SRR12794723.19965647,	ELP2	6	65,67,141,96,101,132
chr18:42015476|42029441	chr18	42015476	42029441	2	0_1_2	159	0.025	n/a	/n/a	+	SRR12794723.19786042,SRR12794723.10478178,	PIK3C3	4	91,68,106,117
chr18:42027443|42049605	chr18	42027443	42049605	11	7_1_10	133	0.142	n/a	/n/a	+	SRR12794723.22979312,SRR12794723.24829382,SRR12794723.26389783,SRR12794723.39257122,SRR12794723.41735655,SRR12794723.48157599,SRR12794723.48978729,SRR12794723.3624298,SRR12794723.29077816,SRR12794723.36681787,SRR12794723.41519957,	PIK3C3	8	106,117,132,129,70,65,85,75
chr18:42037692|42049605	chr18	42037692	42049605	2	2_1_1	185	0.021	n/a	/n/a	+	SRR12794723.10781992,SRR12794723.13091727,	PIK3C3	5	129,70,65,85,75
chr18:42043733|42049605	chr18	42043733	42049605	2	2_1_1	118	0.033	n/a	/n/a	+	SRR12794723.24549677,SRR12794723.45321431,	PIK3C3	2	85,75
chr18:44701175|44701832	chr18	44701175	44701832	5	4_4_0	22	0.312	n/a	/n/a	+	SRR12794723.7267169,SRR12794723.7267714,SRR12794723.10925092,SRR12794723.39927706,SRR12794723.46437102,	SETBP1	1	658
chr18:45988702|45993703	chr18	45988702	45993703	3	1_2_3	297	0.02	n/a	/n/a	-	SRR12794723.26777937,SRR12794723.42169798,SRR12794723.45885344,	PSTPIP2	5	58,35,82,97,99
chr18:45988702|45999534	chr18	45988702	45999534	2	1_1_2	295	0.013	n/a	/n/a	-	SRR12794723.46833983,SRR12794723.48264069,	PSTPIP2	8	58,35,82,97,99,80,46,99
chr18:45988702|45992202	chr18	45988702	45992202	3	2_1_2	298	0.02	n/a	/n/a	-	SRR12794723.16902150,SRR12794723.31212489,SRR12794723.45995694,	PSTPIP2	4	58,35,82,97
chr18:45997749|45999534	chr18	45997749	45999534	6	3_4_2	269	0.043	n/a	/n/a	-	SRR12794723.2448147,SRR12794723.13037761,SRR12794723.13478672,SRR12794723.13706806,SRR12794723.24131269,SRR12794723.18436447,	PSTPIP2	3	80,46,99
chr18:46118181|46120060	chr18	46118181	46120060	3	2_2_1	10	0.375	n/a	/n/a	+	SRR12794723.9582464,SRR12794723.19957679,SRR12794723.37819153,	HAUS1	2	136,135
chr18:46890580|46903635	chr18	46890580	46903635	9	6_6_0	34	0.346	n/a	/n/a	-	SRR12794723.9392177,SRR12794723.16003453,SRR12794723.16003799,SRR12794723.17753131,SRR12794723.20551960,SRR12794723.35143661,SRR12794723.43688890,SRR12794723.43688971,SRR12794723.46108015,	PIAS2	2	475,109
chr18:47865059|47896809	chr18	47865059	47896809	18	6_13_8	250	0.126	n/a	/n/a	-	SRR12794723.1167791,SRR12794723.10916695,SRR12794723.11523182,SRR12794723.19451404,SRR12794723.25158248,SRR12794723.32166006,SRR12794723.36093308,SRR12794723.38560751,SRR12794723.38560805,SRR12794723.38561140,SRR12794723.40715533,SRR12794723.42366574,SRR12794723.46962135,SRR12794723.9992326,SRR12794723.14612601,SRR12794723.18638141,SRR12794723.20419527,SRR12794723.38834918,	SMAD2	5	75,135,194,90,289
chr18:47865059|47870564	chr18	47865059	47870564	12	7_4_8	381	0.059	n/a	/n/a	-	SRR12794723.2749052,SRR12794723.2751825,SRR12794723.3491208,SRR12794723.7911882,SRR12794723.9181915,SRR12794723.14374107,SRR12794723.14462567,SRR12794723.23260509,SRR12794723.29536213,SRR12794723.36843332,SRR12794723.39526637,SRR12794723.44308911,	SMAD2	4	75,135,194,90
chr18:47868323|47870564	chr18	47868323	47870564	2	2_0_2	402	0.01	n/a	/n/a	-	SRR12794723.44932137,SRR12794723.49251321,	SMAD2	3	135,194,90
chr18:49257010|49282175	chr18	49257010	49282175	3	0_2_2	86	0.065	n/a	/n/a	-	SRR12794723.6458872,SRR12794723.6459034,SRR12794723.49220679,	DYM	4	95,114,126,179
chr18:49257010|49286616	chr18	49257010	49286616	3	1_2_1	100	0.057	n/a	/n/a	-	SRR12794723.14975234,SRR12794723.10925657,SRR12794723.23886559,	DYM	5	95,114,126,179,183
chr18:49331864|49379758	chr18	49331864	49379758	5	4_4_0	125	0.074	n/a	/n/a	-	SRR12794723.15859567,SRR12794723.21867995,SRR12794723.32587114,SRR12794723.36025361,SRR12794723.36025384,	DYM	5	143,126,73,134,94
chr18:49363161|49379758	chr18	49363161	49379758	11	1_6_7	131	0.144	n/a	/n/a	-	SRR12794723.12959610,SRR12794723.13130440,SRR12794723.13131803,SRR12794723.21541746,SRR12794723.41966507,SRR12794723.41967199,SRR12794723.47064685,SRR12794723.48208537,SRR12794723.27381349,SRR12794723.28485615,SRR12794723.28485616,	DYM	3	73,134,94
chr18:50918110|50932360	chr18	50918110	50932360	2	1_0_2	71	0.053	n/a	/n/a	+	SRR12794723.26090976,SRR12794723.15509430,	ME2	7	104,110,98,114,115,143,103
chr18:50918110|50924212	chr18	50918110	50924212	6	4_4_2	106	0.102	n/a	/n/a	+	SRR12794723.4019399,SRR12794723.7080383,SRR12794723.15255931,SRR12794723.36530369,SRR12794723.24808086,SRR12794723.26554243,	ME2	5	104,110,98,114,115
chr18:51046920|51049324	chr18	51046920	51049324	2	2_0_2	124	0.031	n/a	/n/a	+	SRR12794723.3638034,SRR12794723.23682913,	SMAD4	3	376,175,30
chr18:51058125|51059916	chr18	51058125	51059916	3	3_0_3	141	0.041	n/a	/n/a	+	SRR12794723.10481726,SRR12794723.23577588,SRR12794723.27287982,	SMAD4	3	120,117,51
chr18:54159765|54205157	chr18	54159765	54205157	9	7_7_0	395	0.044	n/a	/n/a	-	SRR12794723.8363955,SRR12794723.8904231,SRR12794723.11084833,SRR12794723.12615458,SRR12794723.16387901,SRR12794723.25611841,SRR12794723.28746311,SRR12794723.38942824,SRR12794723.44675626,	MBD2	5	139,178,91,138,160
chr18:54271360|54274090	chr18	54271360	54274090	12	7_8_2	71	0.253	n/a	/n/a	+	SRR12794723.9117611,SRR12794723.10104028,SRR12794723.11707874,SRR12794723.17608686,SRR12794723.24136957,SRR12794723.29152850,SRR12794723.29152971,SRR12794723.37814766,SRR12794723.41666706,SRR12794723.6613843,SRR12794723.22073084,SRR12794723.27143837,	POLI	2	126,165
chr18:54271360|54284013	chr18	54271360	54284013	4	4_2_2	79	0.092	n/a	/n/a	+	SRR12794723.5566623,SRR12794723.14771580,SRR12794723.19876191,SRR12794723.45126396,	POLI	5	126,165,153,179,92
chr18:54271360|54277855	chr18	54271360	54277855	10	3_2_1	84	0.192	n/a	/n/a	+	SRR12794723.9852035,SRR12794723.28645180,SRR12794723.28645586,SRR12794723.28646046,SRR12794723.4918316,SRR12794723.4919327,SRR12794723.46922092,SRR12794723.46922320,SRR12794723.46923452,SRR12794723.48906745,	POLI	3	126,165,153
chr18:54273926|54277855	chr18	54273926	54277855	2	2_2_0	95	0.04	n/a	/n/a	+	SRR12794723.3830267,SRR12794723.46206052,	POLI	2	165,153
chr18:54277703|54287411	chr18	54277703	54287411	2	2_2_0	74	0.051	n/a	/n/a	+	SRR12794723.21581174,SRR12794723.25925157,	POLI	5	153,237,179,92,131
chr18:54877567|54884436	chr18	54877567	54884436	5	4_3_1	53	0.159	n/a	/n/a	+	SRR12794723.3268181,SRR12794723.30968474,SRR12794723.30969186,SRR12794723.32659680,SRR12794723.46909902,	RAB27B	3	172,86,104
chr18:56624288|56626457	chr18	56624288	56626457	2	2_2_0	97	0.04	n/a	/n/a	-	SRR12794723.2784859,SRR12794723.38171679,	TXNL1	2	174,97
chr18:56756583|56758953	chr18	56756583	56758953	11	7_5_4	118	0.157	n/a	/n/a	+	SRR12794723.5465349,SRR12794723.24440463,SRR12794723.27922010,SRR12794723.28281305,SRR12794723.34296552,SRR12794723.41457486,SRR12794723.44231841,SRR12794723.44255234,SRR12794723.45894957,SRR12794723.24242580,SRR12794723.26704590,	WDR7	2	770,89
chr18:56758865|56781656	chr18	56758865	56781656	5	3_4_3	99	0.092	n/a	/n/a	+	SRR12794723.10986849,SRR12794723.22428019,SRR12794723.38599843,SRR12794723.39433470,SRR12794723.41099890,	WDR7	4	89,99,119,124
chr18:56923922|56939393	chr18	56923922	56939393	3	3_2_1	72	0.077	n/a	/n/a	+	SRR12794723.37561460,SRR12794723.38181209,SRR12794723.45558178,	WDR7	4	187,118,150,83
chr18:57611637|57615975	chr18	57611637	57615975	5	2_4_1	263	0.037	n/a	/n/a	-	SRR12794723.7903192,SRR12794723.25592192,SRR12794723.27378693,SRR12794723.32976163,SRR12794723.2379570,	NARS1	4	71,79,90,159
chr18:58696366|58700591	chr18	58696366	58700591	17	10_10_2	123	0.217	n/a	/n/a	+	SRR12794723.5079919,SRR12794723.9671365,SRR12794723.11841811,SRR12794723.18736852,SRR12794723.20274446,SRR12794723.22501439,SRR12794723.22502045,SRR12794723.24498775,SRR12794723.25350800,SRR12794723.26417454,SRR12794723.26418821,SRR12794723.34149427,SRR12794723.44602357,SRR12794723.48175447,SRR12794723.48176774,SRR12794723.18450194,SRR12794723.36698959,	MALT1	2	122,151
chr18:62072673|62085264	chr18	62072673	62085264	2	0_1_2	51	0.073	n/a	/n/a	-	SRR12794723.20496405,SRR12794723.45963873,	PIGN	5	53,43,74,76,56
