circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr3:136452033|136502779	chr3	136452033	136502779	4	2_2_1	149	0.051	n/a	/n/a	-	SRR12794698.10802356,SRR12794698.44730219,SRR12794698.44730235,SRR12794698.920421,	STAG1	7	115,108,80,99,124,74,152
chr3:136464881|136502779	chr3	136464881	136502779	2	2_2_0	125	0.031	n/a	/n/a	-	SRR12794698.42270126,SRR12794698.44785860,	STAG1	6	108,80,99,124,74,152
chr3:136472413|136477412	chr3	136472413	136477412	8	0_4_3	125	0.113	n/a	/n/a	-	SRR12794698.5691795,SRR12794698.5691815,SRR12794698.9802081,SRR12794698.13370628,SRR12794698.13370643,SRR12794698.13371260,SRR12794698.12137246,SRR12794698.36316360,	STAG1	3	80,99,124
chr3:136568765|136630981	chr3	136568765	136630981	3	2_2_0	209	0.028	n/a	/n/a	-	SRR12794698.9907029,SRR12794698.35264048,SRR12794698.35264114,	STAG1	4	97,165,103,112
chr3:136604309|136604473	chr3	136604309	136604473	3	2_2_0	254	0.023	n/a	/n/a	-	SRR12794698.10081029,SRR12794698.24463301,SRR12794698.32732360,	STAG1	1	165
chr3:138221926|138223733	chr3	138221926	138223733	2	1_1_1	114	0.034	n/a	/n/a	+	SRR12794698.13829205,SRR12794698.23843167,	ARMC8	3	72,143,98
chr3:138525490|138537347	chr3	138525490	138537347	4	1_3_1	6	0.571	n/a	/n/a	-	SRR12794698.1187937,SRR12794698.48653340,SRR12794698.13132228,SRR12794698.13132279,	CEP70	5	75,89,88,57,170
chr3:138681967|138699095	chr3	138681967	138699095	2	0_2_2	67	0.056	n/a	/n/a	-	SRR12794698.18304710,SRR12794698.32884166,	PIK3CB	7	79,110,179,100,144,122,189
chr3:138683678|138688974	chr3	138683678	138688974	2	2_2_0	55	0.068	n/a	/n/a	-	SRR12794698.4901551,SRR12794698.11718856,	PIK3CB	3	110,179,100
chr3:138688875|138694907	chr3	138688875	138694907	4	1_1_2	77	0.094	n/a	/n/a	-	SRR12794698.17253028,SRR12794698.33668696,SRR12794698.44261015,SRR12794698.44261807,	PIK3CB	3	100,144,122
chr3:138694786|138699095	chr3	138694786	138699095	8	5_5_0	58	0.216	n/a	/n/a	-	SRR12794698.1135207,SRR12794698.16369304,SRR12794698.18444748,SRR12794698.18444830,SRR12794698.34909292,SRR12794698.34909327,SRR12794698.35838009,SRR12794698.35838803,	PIK3CB	2	122,189
chr3:138698907|138699095	chr3	138698907	138699095	2	2_2_0	62	0.061	n/a	/n/a	-	SRR12794698.41043530,SRR12794698.47354493,	PIK3CB	1	189
chr3:138733361|138737886	chr3	138733361	138737886	3	1_3_2	82	0.068	n/a	/n/a	-	SRR12794698.12541199,SRR12794698.42772286,SRR12794698.46616329,	PIK3CB	3	78,171,180
chr3:140963127|140974005	chr3	140963127	140974005	2	2_2_0	79	0.048	n/a	/n/a	+	SRR12794698.18573625,SRR12794698.33329312,	SLC25A36	3	101,67,290
chr3:141260123|141287453	chr3	141260123	141287453	6	3_3_0	13	0.48	n/a	/n/a	+	SRR12794698.8195584,SRR12794698.8195637,SRR12794698.8195841,SRR12794698.12599000,SRR12794698.45804706,SRR12794698.45805252,	PXYLP1	5	132,98,159,127,140
chr3:141512163|141529802	chr3	141512163	141529802	2	2_1_1	208	0.019	n/a	/n/a	+	SRR12794698.8473060,SRR12794698.24278740,	RASA2	3	118,104,95
chr3:141512163|141540609	chr3	141512163	141540609	17	11_9_5	206	0.142	n/a	/n/a	+	SRR12794698.989820,SRR12794698.18193986,SRR12794698.21418326,SRR12794698.23159666,SRR12794698.25101553,SRR12794698.35399995,SRR12794698.35407954,SRR12794698.35926878,SRR12794698.39490464,SRR12794698.40420275,SRR12794698.41733917,SRR12794698.43984931,SRR12794698.45135361,SRR12794698.46061047,SRR12794698.37855932,SRR12794698.38756383,SRR12794698.42390264,	RASA2	4	118,104,95,77
chr3:141529708|141559995	chr3	141529708	141559995	2	2_1_1	263	0.015	n/a	/n/a	+	SRR12794698.9216638,SRR12794698.48865547,	RASA2	6	95,77,84,73,77,102
chr3:141553857|141559995	chr3	141553857	141559995	15	5_6_8	238	0.112	n/a	/n/a	+	SRR12794698.15278936,SRR12794698.17885822,SRR12794698.28829028,SRR12794698.32026713,SRR12794698.35414642,SRR12794698.37289975,SRR12794698.37291039,SRR12794698.38840555,SRR12794698.39594580,SRR12794698.39595176,SRR12794698.40383298,SRR12794698.43510420,SRR12794698.686413,SRR12794698.36474540,SRR12794698.45988495,	RASA2	4	84,73,77,102
chr3:142054115|142101841	chr3	142054115	142101841	12	1_5_8	25	0.49	n/a	/n/a	-	SRR12794698.6967601,SRR12794698.20312011,SRR12794698.21059295,SRR12794698.21811794,SRR12794698.21814340,SRR12794698.26113220,SRR12794698.26276841,SRR12794698.29241108,SRR12794698.19607539,SRR12794698.19607546,SRR12794698.25522059,SRR12794698.33428423,	TFDP2	3	35,67,107
chr3:142093061|142101841	chr3	142093061	142101841	17	8_13_9	32	0.515	n/a	/n/a	-	SRR12794698.2493226,SRR12794698.2493348,SRR12794698.2493467,SRR12794698.12625216,SRR12794698.13309648,SRR12794698.14946920,SRR12794698.21802201,SRR12794698.27981849,SRR12794698.30731157,SRR12794698.30798587,SRR12794698.38516344,SRR12794698.42125439,SRR12794698.42603363,SRR12794698.43803619,SRR12794698.43805627,SRR12794698.44736848,SRR12794698.44951966,	TFDP2	2	67,107
chr3:142170325|142177576	chr3	142170325	142177576	4	2_1_1	69	0.104	n/a	/n/a	-	SRR12794698.43949947,SRR12794698.45042747,SRR12794698.45042748,SRR12794698.48918098,	GK5	4	134,60,104,95
chr3:142332375|142357119	chr3	142332375	142357119	2	2_2_0	248	0.016	n/a	/n/a	-	SRR12794698.13579167,SRR12794698.15624056,	XRN1	6	160,123,62,109,96,208
chr3:142347234|142359931	chr3	142347234	142359931	4	3_0_3	205	0.038	n/a	/n/a	-	SRR12794698.890256,SRR12794698.26375878,SRR12794698.26376506,SRR12794698.43595597,	XRN1	4	109,96,208,70
chr3:142397329|142405076	chr3	142397329	142405076	8	5_5_1	308	0.049	n/a	/n/a	-	SRR12794698.11114862,SRR12794698.11116170,SRR12794698.23296938,SRR12794698.30404032,SRR12794698.32121751,SRR12794698.34251376,SRR12794698.34251588,SRR12794698.3296313,	XRN1	5	132,104,99,121,170
chr3:142425222|142426841	chr3	142425222	142426841	9	7_4_5	238	0.07	n/a	/n/a	-	SRR12794698.8287915,SRR12794698.9144899,SRR12794698.18715290,SRR12794698.19646674,SRR12794698.30405741,SRR12794698.37913852,SRR12794698.42175296,SRR12794698.8122066,SRR12794698.27393640,	XRN1	3	111,110,98
chr3:142465097|142468068	chr3	142465097	142468068	2	2_2_0	55	0.068	n/a	/n/a	-	SRR12794698.23061719,SRR12794698.31661289,	ATR	3	144,210,135
chr3:142496361|142505303	chr3	142496361	142505303	2	2_1_0	67	0.056	n/a	/n/a	-	SRR12794698.14460045,SRR12794698.14459980,	ATR	6	160,180,178,92,92,165
chr3:142736379|142748460	chr3	142736379	142748460	2	2_2_0	2	0.667	n/a	/n/a	+	SRR12794698.25276295,SRR12794698.31058574,	TRPC1	3	155,102,203
chr3:143795001|143832221	chr3	143795001	143832221	3	1_2_0	90	0.062	n/a	/n/a	-	SRR12794698.10321620,SRR12794698.46770786,SRR12794698.46770943,	SLC9A9	3	77,78,203
chr3:146121112|146124229	chr3	146121112	146124229	2	1_1_1	0	1	n/a	/n/a	-	SRR12794698.4983542,SRR12794698.22582754,	PLOD2	2	137,92
chr3:149846011|149852596	chr3	149846011	149852596	2	2_2_0	481	0.008	n/a	/n/a	+	SRR12794698.2408758,SRR12794698.6819945,	RNF13	2	130,81
chr3:149846011|149872154	chr3	149846011	149872154	14	9_10_4	550	0.048	n/a	/n/a	+	SRR12794698.6360178,SRR12794698.15074534,SRR12794698.24155784,SRR12794698.26203678,SRR12794698.26597351,SRR12794698.30665743,SRR12794698.30893226,SRR12794698.34401886,SRR12794698.35829384,SRR12794698.36862066,SRR12794698.40404226,SRR12794698.48748465,SRR12794698.11275454,SRR12794698.16960302,	RNF13	3	130,81,126
chr3:149846011|149921227	chr3	149846011	149921227	64	38_31_15	450	0.221	n/a	/n/a	+	SRR12794698.4103569,SRR12794698.4104031,SRR12794698.5975037,SRR12794698.6400715,SRR12794698.6588195,SRR12794698.7037060,SRR12794698.7929873,SRR12794698.9038555,SRR12794698.9306095,SRR12794698.9482540,SRR12794698.9840167,SRR12794698.9941953,SRR12794698.9947257,SRR12794698.10348797,SRR12794698.10386174,SRR12794698.11614112,SRR12794698.11736764,SRR12794698.12886216,SRR12794698.12886465,SRR12794698.13449138,SRR12794698.15223940,SRR12794698.15224410,SRR12794698.16216696,SRR12794698.16989555,SRR12794698.16989568,SRR12794698.17520308,SRR12794698.17608601,SRR12794698.17959165,SRR12794698.18012557,SRR12794698.18273528,SRR12794698.18273958,SRR12794698.19575282,SRR12794698.19622019,SRR12794698.21145014,SRR12794698.23869391,SRR12794698.24548153,SRR12794698.24647876,SRR12794698.27850218,SRR12794698.28645182,SRR12794698.28646495,SRR12794698.28705550,SRR12794698.30182541,SRR12794698.30369764,SRR12794698.32696819,SRR12794698.34335325,SRR12794698.37036788,SRR12794698.38605597,SRR12794698.38934770,SRR12794698.39851877,SRR12794698.39851902,SRR12794698.40550420,SRR12794698.43124030,SRR12794698.43743384,SRR12794698.43900542,SRR12794698.44279662,SRR12794698.48447441,SRR12794698.48698075,SRR12794698.48989130,SRR12794698.9559384,SRR12794698.15874938,SRR12794698.20984342,SRR12794698.31409880,SRR12794698.39907123,SRR12794698.45681306,	RNF13	7	130,81,126,88,91,106,94
chr3:149846011|149912083	chr3	149846011	149912083	6	5_4_1	672	0.018	n/a	/n/a	+	SRR12794698.15891118,SRR12794698.23687814,SRR12794698.24163495,SRR12794698.37709890,SRR12794698.47717017,SRR12794698.48520777,	RNF13	6	130,81,126,88,91,106
chr3:149895473|149921227	chr3	149895473	149921227	12	6_2_6	187	0.114	n/a	/n/a	+	SRR12794698.3857015,SRR12794698.16170465,SRR12794698.33641531,SRR12794698.33641658,SRR12794698.37123771,SRR12794698.43094490,SRR12794698.43149323,SRR12794698.44226391,SRR12794698.11736619,SRR12794698.36668437,SRR12794698.36669811,SRR12794698.41501643,	RNF13	4	88,91,106,94
chr3:149902072|149921227	chr3	149902072	149921227	4	2_2_1	105	0.071	n/a	/n/a	+	SRR12794698.7716935,SRR12794698.13982130,SRR12794698.14914393,SRR12794698.36929315,	RNF13	3	91,106,94
chr3:150562542|150568292	chr3	150562542	150568292	2	2_0_2	216	0.018	n/a	/n/a	+	SRR12794698.17231615,SRR12794698.48776926,	EIF2A	6	119,100,83,74,145,117
chr3:151116338|151127984	chr3	151116338	151127984	5	1_4_1	3	0.769	n/a	/n/a	+	SRR12794698.1757986,SRR12794698.1758865,SRR12794698.8927677,SRR12794698.15104682,SRR12794698.45874642,	MED12L	3	105,192,160
chr3:152299405|152300367	chr3	152299405	152300367	7	6_6_0	1048	0.013	n/a	/n/a	+	SRR12794698.19830784,SRR12794698.20020790,SRR12794698.22145563,SRR12794698.24731963,SRR12794698.39289098,SRR12794698.38031905,SRR12794698.46407572,	MBNL1	1	963
chr3:152414941|152432920	chr3	152414941	152432920	18	12_13_0	1043	0.033	n/a	/n/a	+	SRR12794698.473454,SRR12794698.473455,SRR12794698.501724,SRR12794698.6136954,SRR12794698.14399998,SRR12794698.14535807,SRR12794698.15146261,SRR12794698.15146281,SRR12794698.15477068,SRR12794698.34257454,SRR12794698.35921446,SRR12794698.35921655,SRR12794698.41172164,SRR12794698.41784776,SRR12794698.45240384,SRR12794698.21630414,SRR12794698.31184555,SRR12794698.38585966,	MBNL1	2	171,204
chr3:152445282|152447773	chr3	152445282	152447773	5	4_4_0	825	0.012	n/a	/n/a	+	SRR12794698.8211539,SRR12794698.21754080,SRR12794698.25539371,SRR12794698.38603952,SRR12794698.39098073,	MBNL1	3	258,54,154
chr3:155114994|155118811	chr3	155114994	155118811	2	1_1_1	680	0.006	n/a	/n/a	+	SRR12794698.30612248,SRR12794698.39992223,	MME	5	162,81,96,119,66
chr3:155829688|155834041	chr3	155829688	155834041	7	6_6_0	53	0.209	n/a	/n/a	-	SRR12794698.15461794,SRR12794698.19762286,SRR12794698.23409018,SRR12794698.31935083,SRR12794698.40224632,SRR12794698.22856581,SRR12794698.33108932,	SLC33A1	3	216,118,185
chr3:155829688|155842619	chr3	155829688	155842619	10	5_6_1	52	0.278	n/a	/n/a	-	SRR12794698.5112085,SRR12794698.5762621,SRR12794698.12024743,SRR12794698.12025904,SRR12794698.12026399,SRR12794698.15805485,SRR12794698.26423793,SRR12794698.26424667,SRR12794698.29484476,SRR12794698.45034994,	SLC33A1	4	216,118,185,188
chr3:155833468|155842619	chr3	155833468	155842619	5	2_3_0	75	0.118	n/a	/n/a	-	SRR12794698.7062740,SRR12794698.7062752,SRR12794698.8875247,SRR12794698.21578139,SRR12794698.10587982,	SLC33A1	3	118,185,188
chr3:155910692|155914570	chr3	155910692	155914570	7	6_6_0	81	0.147	n/a	/n/a	+	SRR12794698.2779290,SRR12794698.7823330,SRR12794698.11892640,SRR12794698.23274772,SRR12794698.30134330,SRR12794698.32419071,SRR12794698.43146325,	GMPS	3	194,166,152
chr3:155910692|155925366	chr3	155910692	155925366	2	2_2_0	52	0.071	n/a	/n/a	+	SRR12794698.2639694,SRR12794698.14911991,	GMPS	7	194,166,152,174,106,116,126
chr3:155919233|155925366	chr3	155919233	155925366	3	2_2_0	44	0.12	n/a	/n/a	+	SRR12794698.26461934,SRR12794698.29653437,SRR12794698.29653824,	GMPS	3	106,116,126
chr3:156694020|156696025	chr3	156694020	156696025	6	4_4_0	96	0.111	n/a	/n/a	+	SRR12794698.2153929,SRR12794698.2828658,SRR12794698.15829570,SRR12794698.29519445,SRR12794698.39289671,SRR12794698.43078370,	TIPARP	2	169,161
chr3:158122103|158123991	chr3	158122103	158123991	38	20_17_3	106	0.418	n/a	/n/a	+	SRR12794698.2718791,SRR12794698.3766491,SRR12794698.3766629,SRR12794698.4344872,SRR12794698.4492474,SRR12794698.4492870,SRR12794698.4584860,SRR12794698.5494754,SRR12794698.6400708,SRR12794698.11413404,SRR12794698.12277751,SRR12794698.12328224,SRR12794698.15900298,SRR12794698.17038409,SRR12794698.17439369,SRR12794698.17439370,SRR12794698.17456810,SRR12794698.21438995,SRR12794698.22315107,SRR12794698.22493946,SRR12794698.25075115,SRR12794698.28376861,SRR12794698.28843839,SRR12794698.29597066,SRR12794698.29597532,SRR12794698.31263674,SRR12794698.35824453,SRR12794698.35824756,SRR12794698.38383503,SRR12794698.42562545,SRR12794698.42562555,SRR12794698.44410316,SRR12794698.45273075,SRR12794698.47364544,SRR12794698.2484134,SRR12794698.29511192,SRR12794698.36038013,SRR12794698.38407410,	RSRC1	2	196,126
chr3:160411920|160414517	chr3	160411920	160414517	3	1_2_1	85	0.066	n/a	/n/a	+	SRR12794698.28457744,SRR12794698.42032482,SRR12794698.48831439,	SMC4	4	165,128,141,151
chr3:160413473|160414517	chr3	160413473	160414517	4	4_3_0	90	0.082	n/a	/n/a	+	SRR12794698.19919356,SRR12794698.26843607,SRR12794698.44310268,SRR12794698.31958507,	SMC4	2	141,151
chr3:160413473|160419543	chr3	160413473	160419543	2	2_2_0	102	0.038	n/a	/n/a	+	SRR12794698.13315963,SRR12794698.21075016,	SMC4	5	141,151,165,234,186
chr3:160413473|160416415	chr3	160413473	160416415	2	2_2_0	104	0.037	n/a	/n/a	+	SRR12794698.32741129,SRR12794698.47275448,	SMC4	3	141,151,165
chr3:161224930|161235212	chr3	161224930	161235212	3	3_3_0	42	0.125	n/a	/n/a	+	SRR12794698.2384493,SRR12794698.45784080,SRR12794698.46581768,	NMD3	5	135,97,81,129,91
chr3:167695596|167725473	chr3	167695596	167725473	4	3_1_2	188	0.041	n/a	/n/a	-	SRR12794698.666610,SRR12794698.13098449,SRR12794698.15651238,SRR12794698.29449462,	PDCD10	5	127,118,54,212,73
chr3:168036836|168041474	chr3	168036836	168041474	3	2_0_3	41	0.128	n/a	/n/a	-	SRR12794698.12480402,SRR12794698.12480532,SRR12794698.17155436,	GOLIM4	2	159,83
chr3:169975608|169988359	chr3	169975608	169988359	7	3_5_3	200	0.065	n/a	/n/a	+	SRR12794698.12830311,SRR12794698.26708208,SRR12794698.29595843,SRR12794698.31004546,SRR12794698.38015784,SRR12794698.38016365,SRR12794698.2955593,	SEC62	6	109,106,205,93,61,120
chr3:169976946|169985865	chr3	169976946	169985865	3	2_0_3	318	0.019	n/a	/n/a	+	SRR12794698.15621248,SRR12794698.21648102,SRR12794698.14343011,	SEC62	4	106,205,93,61
chr3:169976946|169988359	chr3	169976946	169988359	37	18_19_13	267	0.217	n/a	/n/a	+	SRR12794698.1629518,SRR12794698.2234393,SRR12794698.2516794,SRR12794698.5686959,SRR12794698.6092373,SRR12794698.6852167,SRR12794698.6852197,SRR12794698.7814869,SRR12794698.8447949,SRR12794698.8774331,SRR12794698.10406009,SRR12794698.10406530,SRR12794698.11609714,SRR12794698.12545545,SRR12794698.22446173,SRR12794698.23068737,SRR12794698.23070568,SRR12794698.28586692,SRR12794698.28586977,SRR12794698.28785216,SRR12794698.28786908,SRR12794698.29284049,SRR12794698.29841589,SRR12794698.34437750,SRR12794698.38023487,SRR12794698.40317131,SRR12794698.40729563,SRR12794698.46790173,SRR12794698.47346346,SRR12794698.2068860,SRR12794698.28641478,SRR12794698.31050829,SRR12794698.31188205,SRR12794698.36086444,SRR12794698.36445120,SRR12794698.42214852,SRR12794698.42215733,	SEC62	5	106,205,93,61,120
chr3:169982707|169985865	chr3	169982707	169985865	2	2_1_0	293	0.013	n/a	/n/a	+	SRR12794698.47123082,SRR12794698.35166120,	SEC62	3	205,93,61
chr3:169982707|169988359	chr3	169982707	169988359	2	2_2_0	245	0.016	n/a	/n/a	+	SRR12794698.26118654,SRR12794698.32742947,	SEC62	4	205,93,61,120
chr3:170106832|170122744	chr3	170106832	170122744	3	2_2_0	208	0.028	n/a	/n/a	-	SRR12794698.34847340,SRR12794698.35642986,SRR12794698.35643046,	PHC3	4	115,160,251,154
chr3:170113360|170122744	chr3	170113360	170122744	20	16_14_0	190	0.174	n/a	/n/a	-	SRR12794698.1450309,SRR12794698.3718253,SRR12794698.4552078,SRR12794698.4555004,SRR12794698.7345323,SRR12794698.7944126,SRR12794698.9781252,SRR12794698.10303228,SRR12794698.16302239,SRR12794698.16302296,SRR12794698.16431437,SRR12794698.25613107,SRR12794698.26866009,SRR12794698.39837310,SRR12794698.41129342,SRR12794698.42250963,SRR12794698.44852571,SRR12794698.46427041,SRR12794698.7790617,SRR12794698.25977311,	PHC3	3	160,251,154
chr3:170113360|170136665	chr3	170113360	170136665	8	5_5_0	224	0.067	n/a	/n/a	-	SRR12794698.892991,SRR12794698.1349682,SRR12794698.4487453,SRR12794698.10123646,SRR12794698.11083872,SRR12794698.12496483,SRR12794698.35947053,SRR12794698.43301412,	PHC3	5	160,251,154,869,247
chr3:170113360|170129552	chr3	170113360	170129552	2	2_2_0	153	0.025	n/a	/n/a	-	SRR12794698.13870488,SRR12794698.15697441,	PHC3	4	160,251,154,869
chr3:170117226|170122744	chr3	170117226	170122744	2	2_2_0	169	0.023	n/a	/n/a	-	SRR12794698.3662043,SRR12794698.13638150,	PHC3	2	251,154
chr3:170117226|170129552	chr3	170117226	170129552	2	2_2_0	131	0.03	n/a	/n/a	-	SRR12794698.3516322,SRR12794698.18763450,	PHC3	3	251,154,869
chr3:170122591|170129552	chr3	170122591	170129552	8	7_6_0	148	0.098	n/a	/n/a	-	SRR12794698.8153680,SRR12794698.8253569,SRR12794698.10764912,SRR12794698.15040212,SRR12794698.24157599,SRR12794698.29669705,SRR12794698.43364371,SRR12794698.23817177,	PHC3	2	154,869
chr3:170122591|170178938	chr3	170122591	170178938	4	2_2_0	142	0.053	n/a	/n/a	-	SRR12794698.939572,SRR12794698.939936,SRR12794698.940204,SRR12794698.940205,	PHC3	8	154,869,247,99,159,78,156,166
chr3:170136419|170136665	chr3	170136419	170136665	2	2_2_0	178	0.022	n/a	/n/a	-	SRR12794698.7858244,SRR12794698.13798972,	PHC3	1	247
chr3:170136419|170149244	chr3	170136419	170149244	84	49_50_0	133	0.558	n/a	/n/a	-	SRR12794698.257363,SRR12794698.832542,SRR12794698.1909107,SRR12794698.2115252,SRR12794698.2865711,SRR12794698.3032866,SRR12794698.3892209,SRR12794698.4157952,SRR12794698.4734405,SRR12794698.5374410,SRR12794698.5374641,SRR12794698.5559769,SRR12794698.7557468,SRR12794698.7557992,SRR12794698.8215313,SRR12794698.8651618,SRR12794698.8837046,SRR12794698.8838485,SRR12794698.9773451,SRR12794698.12059663,SRR12794698.13238831,SRR12794698.13887345,SRR12794698.13937499,SRR12794698.13937897,SRR12794698.16688665,SRR12794698.16854472,SRR12794698.17168403,SRR12794698.17471411,SRR12794698.18772462,SRR12794698.19111927,SRR12794698.19554406,SRR12794698.21741444,SRR12794698.22408242,SRR12794698.22408689,SRR12794698.23583374,SRR12794698.23980219,SRR12794698.24612450,SRR12794698.25527318,SRR12794698.25768253,SRR12794698.26268573,SRR12794698.28345502,SRR12794698.28740918,SRR12794698.29566943,SRR12794698.31489126,SRR12794698.31985705,SRR12794698.31985997,SRR12794698.34661264,SRR12794698.34739768,SRR12794698.35001467,SRR12794698.35100522,SRR12794698.35888349,SRR12794698.35888696,SRR12794698.36492976,SRR12794698.36494297,SRR12794698.36911202,SRR12794698.41781455,SRR12794698.42078228,SRR12794698.44186601,SRR12794698.44541989,SRR12794698.45167265,SRR12794698.45501005,SRR12794698.45606268,SRR12794698.46804265,SRR12794698.47116729,SRR12794698.47356293,SRR12794698.47356527,SRR12794698.47456066,SRR12794698.47456606,SRR12794698.48208907,SRR12794698.48209015,SRR12794698.48295158,SRR12794698.1199451,SRR12794698.1774741,SRR12794698.4932847,SRR12794698.9592510,SRR12794698.10526580,SRR12794698.31113983,SRR12794698.31114000,SRR12794698.33235950,SRR12794698.34994254,SRR12794698.41161782,SRR12794698.41936613,SRR12794698.48437159,SRR12794698.48848074,	PHC3	3	247,99,159
chr3:170136419|170178938	chr3	170136419	170178938	7	6_5_0	104	0.119	n/a	/n/a	-	SRR12794698.8034570,SRR12794698.37661186,SRR12794698.40283473,SRR12794698.40379139,SRR12794698.42394243,SRR12794698.42395008,SRR12794698.40379426,	PHC3	6	247,99,159,78,156,166
chr3:170145423|170149244	chr3	170145423	170149244	36	14_20_10	178	0.288	n/a	/n/a	-	SRR12794698.912784,SRR12794698.962939,SRR12794698.973347,SRR12794698.973789,SRR12794698.3277683,SRR12794698.9174772,SRR12794698.10581259,SRR12794698.11435727,SRR12794698.16343960,SRR12794698.17054853,SRR12794698.19093065,SRR12794698.20367859,SRR12794698.20368630,SRR12794698.20368631,SRR12794698.23928954,SRR12794698.27539592,SRR12794698.28833337,SRR12794698.30175361,SRR12794698.30962625,SRR12794698.32432532,SRR12794698.34115463,SRR12794698.34117377,SRR12794698.38331105,SRR12794698.40441811,SRR12794698.41045764,SRR12794698.42025281,SRR12794698.42025424,SRR12794698.43837211,SRR12794698.44260896,SRR12794698.44263230,SRR12794698.45107702,SRR12794698.45107758,SRR12794698.47795816,SRR12794698.48624773,SRR12794698.5272641,SRR12794698.46621521,	PHC3	2	99,159
chr3:170145423|170178938	chr3	170145423	170178938	4	1_3_1	154	0.049	n/a	/n/a	-	SRR12794698.22591446,SRR12794698.44947856,SRR12794698.19276225,SRR12794698.19276706,	PHC3	5	99,159,78,156,166
chr3:170171373|170178938	chr3	170171373	170178938	13	4_10_3	138	0.159	n/a	/n/a	-	SRR12794698.10769723,SRR12794698.22405495,SRR12794698.22405508,SRR12794698.23703502,SRR12794698.29001182,SRR12794698.45383198,SRR12794698.47420195,SRR12794698.47420778,SRR12794698.21637368,SRR12794698.29886955,SRR12794698.32932486,SRR12794698.36687565,SRR12794698.40255789,	PHC3	3	78,156,166
chr3:171123596|171128878	chr3	171123596	171128878	2	2_2_0	72	0.053	n/a	/n/a	-	SRR12794698.25196694,SRR12794698.29977784,	TNIK	3	107,240,165
chr3:171138191|171140509	chr3	171138191	171140509	2	2_2_0	87	0.044	n/a	/n/a	-	SRR12794698.3703084,SRR12794698.46406514,	TNIK	3	189,87,111
chr3:171188702|171194635	chr3	171188702	171194635	19	16_13_3	111	0.255	n/a	/n/a	-	SRR12794698.300954,SRR12794698.3190215,SRR12794698.7247261,SRR12794698.9004779,SRR12794698.12220581,SRR12794698.17527362,SRR12794698.18182137,SRR12794698.20095027,SRR12794698.22540622,SRR12794698.23592519,SRR12794698.28368753,SRR12794698.29351293,SRR12794698.34225109,SRR12794698.34982972,SRR12794698.34983573,SRR12794698.35885924,SRR12794698.36607851,SRR12794698.43953966,SRR12794698.47346998,	TNIK	3	131,91,111
chr3:171708755|171726076	chr3	171708755	171726076	5	0_3_4	29	0.256	n/a	/n/a	-	SRR12794698.5839640,SRR12794698.19750876,SRR12794698.26959602,SRR12794698.3766309,SRR12794698.3766818,	PLD1	5	84,150,153,93,59
chr3:171733444|171738082	chr3	171733444	171738082	10	2_8_6	26	0.435	n/a	/n/a	-	SRR12794698.1995348,SRR12794698.3260045,SRR12794698.8037565,SRR12794698.8037583,SRR12794698.11214725,SRR12794698.11214798,SRR12794698.14071731,SRR12794698.15911985,SRR12794698.34378245,SRR12794698.44409217,	PLD1	5	66,106,146,128,191
chr3:172112452|172226947	chr3	172112452	172226947	7	6_3_3	251	0.053	n/a	/n/a	+	SRR12794698.3918499,SRR12794698.5636710,SRR12794698.6380077,SRR12794698.13019904,SRR12794698.14820458,SRR12794698.40736188,SRR12794698.45607324,	FNDC3B	3	139,76,77
chr3:172112452|172133546	chr3	172112452	172133546	2	2_1_1	271	0.015	n/a	/n/a	+	SRR12794698.7647388,SRR12794698.19437648,	FNDC3B	2	139,76
chr3:172112452|172251541	chr3	172112452	172251541	3	1_2_0	290	0.02	n/a	/n/a	+	SRR12794698.39238941,SRR12794698.10521683,SRR12794698.20029728,	FNDC3B	5	139,76,77,244,282
