circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr10:101939863|101957732	chr10	101939863	101957732	6	2_3_3	40	0.231	n/a	/n/a	-	SRR12794696.4076579,SRR12794696.22312541,SRR12794696.24114414,SRR12794696.30614451,SRR12794696.31870928,SRR12794696.39774855,	ARMH3	3	76,127,83
chr10:102023477|102025248	chr10	102023477	102025248	3	3_2_1	71	0.078	n/a	/n/a	-	SRR12794696.1462723,SRR12794696.40620188,SRR12794696.42959629,	ARMH3	3	87,75,93
chr10:102023477|102029745	chr10	102023477	102029745	2	0_1_2	75	0.051	n/a	/n/a	-	SRR12794696.41141591,SRR12794696.17432313,	ARMH3	4	87,75,93,108
chr10:102258929|102260116	chr10	102258929	102260116	3	2_2_1	118	0.048	n/a	/n/a	+	SRR12794696.25922340,SRR12794696.25922502,SRR12794696.22481741,	GBF1	2	106,67
chr10:103091564|103094455	chr10	103091564	103094455	17	2_6_12	504	0.063	n/a	/n/a	-	SRR12794696.3673197,SRR12794696.7204202,SRR12794696.7204599,SRR12794696.24031854,SRR12794696.34249227,SRR12794696.37288448,SRR12794696.40493122,SRR12794696.47754062,SRR12794696.1957237,SRR12794696.1957350,SRR12794696.5118935,SRR12794696.22135658,SRR12794696.33023168,SRR12794696.39001599,SRR12794696.45067757,SRR12794696.45070333,SRR12794696.47120223,	NT5C2	4	52,171,67,108
chr10:103091564|103095980	chr10	103091564	103095980	5	1_2_5	501	0.02	n/a	/n/a	-	SRR12794696.27648977,SRR12794696.39281831,SRR12794696.43828503,SRR12794696.4764185,SRR12794696.41250191,	NT5C2	5	52,171,67,108,42
chr10:103136249|103174982	chr10	103136249	103174982	4	2_1_2	189	0.041	n/a	/n/a	-	SRR12794696.5639866,SRR12794696.5639936,SRR12794696.21294968,SRR12794696.25446279,	NT5C2	3	124,74,125
chr10:103139406|103181328	chr10	103139406	103181328	14	3_5_4	333	0.078	n/a	/n/a	-	SRR12794696.8287466,SRR12794696.11461745,SRR12794696.26007105,SRR12794696.26008216,SRR12794696.26008676,SRR12794696.34424374,SRR12794696.35287656,SRR12794696.44110165,SRR12794696.23376488,SRR12794696.23377079,SRR12794696.30548587,SRR12794696.38839373,SRR12794696.38839430,SRR12794696.38841620,	NT5C2	3	74,125,98
chr10:103174858|103181328	chr10	103174858	103181328	8	5_4_1	311	0.049	n/a	/n/a	-	SRR12794696.4571154,SRR12794696.15824901,SRR12794696.30874045,SRR12794696.30874489,SRR12794696.43122531,SRR12794696.23020109,SRR12794696.34146340,SRR12794696.34146631,	NT5C2	2	125,98
chr10:103347238|103348999	chr10	103347238	103348999	6	2_4_0	1	0.923	n/a	/n/a	-	SRR12794696.39660380,SRR12794696.39660578,SRR12794696.45771544,SRR12794696.12031472,SRR12794696.25790120,SRR12794696.25790278,	PCGF6	4	60,56,97,100
chr10:103438015|103438808	chr10	103438015	103438808	7	2_6_6	28	0.333	n/a	/n/a	+	SRR12794696.1738933,SRR12794696.6457967,SRR12794696.8645612,SRR12794696.18893259,SRR12794696.28390748,SRR12794696.28782421,SRR12794696.35250577,	PDCD11	2	57,123
chr10:103439746|103440850	chr10	103439746	103440850	6	5_5_1	43	0.218	n/a	/n/a	+	SRR12794696.4369828,SRR12794696.22750872,SRR12794696.26813794,SRR12794696.37634498,SRR12794696.38080415,SRR12794696.2902141,	PDCD11	3	123,292,117
chr10:104008177|104018908	chr10	104008177	104018908	27	16_16_2	197	0.215	n/a	/n/a	+	SRR12794696.3001338,SRR12794696.3001533,SRR12794696.3156614,SRR12794696.3324329,SRR12794696.4995388,SRR12794696.6437101,SRR12794696.6523464,SRR12794696.11553821,SRR12794696.13233610,SRR12794696.13235214,SRR12794696.16716876,SRR12794696.22094585,SRR12794696.24192234,SRR12794696.28542988,SRR12794696.35437153,SRR12794696.37594389,SRR12794696.39774479,SRR12794696.40726913,SRR12794696.44177587,SRR12794696.45114967,SRR12794696.45114994,SRR12794696.45116241,SRR12794696.46290494,SRR12794696.47516736,SRR12794696.4859176,SRR12794696.4859496,SRR12794696.22600769,	SLK	3	180,130,125
chr10:110100625|110112915	chr10	110100625	110112915	2	2_1_0	497	0.008	n/a	/n/a	+	SRR12794696.42315751,SRR12794696.2044911,	ADD3	2	224,139
chr10:110124017|110130486	chr10	110124017	110130486	17	7_7_2	644	0.05	n/a	/n/a	+	SRR12794696.2027817,SRR12794696.2964821,SRR12794696.8037776,SRR12794696.16612056,SRR12794696.20545323,SRR12794696.22545706,SRR12794696.25482995,SRR12794696.25483373,SRR12794696.33863271,SRR12794696.38961380,SRR12794696.39465551,SRR12794696.8928608,SRR12794696.11920436,SRR12794696.14371661,SRR12794696.14371992,SRR12794696.14372000,SRR12794696.14372154,	ADD3	4	258,120,87,124
chr10:110124017|110132400	chr10	110124017	110132400	11	7_8_3	588	0.036	n/a	/n/a	+	SRR12794696.19002215,SRR12794696.22423989,SRR12794696.25611503,SRR12794696.26166134,SRR12794696.36615554,SRR12794696.38639668,SRR12794696.40797540,SRR12794696.44542628,SRR12794696.44542733,SRR12794696.10385773,SRR12794696.11617812,	ADD3	5	258,120,87,124,96
chr10:110593073|110598290	chr10	110593073	110598290	2	2_2_0	77	0.049	n/a	/n/a	+	SRR12794696.10889271,SRR12794696.47076736,	SMC3	3	151,153,152
chr10:110596398|110598290	chr10	110596398	110598290	12	8_10_0	92	0.207	n/a	/n/a	+	SRR12794696.1351767,SRR12794696.6369297,SRR12794696.6370731,SRR12794696.6824070,SRR12794696.13935946,SRR12794696.15924906,SRR12794696.19698418,SRR12794696.19698429,SRR12794696.34583815,SRR12794696.36103180,SRR12794696.15185890,SRR12794696.41760039,	SMC3	2	153,152
chr10:110881233|110887886	chr10	110881233	110887886	4	3_3_0	506	0.016	n/a	/n/a	+	SRR12794696.8717030,SRR12794696.11184627,SRR12794696.11185213,SRR12794696.35753656,	PDCD4	4	303,95,114,222
chr10:110881233|110890670	chr10	110881233	110890670	3	3_3_0	479	0.012	n/a	/n/a	+	SRR12794696.13105817,SRR12794696.25776184,SRR12794696.48106358,	PDCD4	6	303,95,114,222,98,115
chr10:110885253|110890670	chr10	110885253	110890670	3	2_1_2	508	0.012	n/a	/n/a	+	SRR12794696.8508384,SRR12794696.9317692,SRR12794696.213309,	PDCD4	4	114,222,98,115
chr10:110951608|110985765	chr10	110951608	110985765	2	2_1_0	203	0.019	n/a	/n/a	+	SRR12794696.38068944,SRR12794696.26893097,	SHOC2	3	185,937,138
chr10:110951608|110965061	chr10	110951608	110965061	7	2_3_0	276	0.048	n/a	/n/a	+	SRR12794696.43824558,SRR12794696.43824860,SRR12794696.43825324,SRR12794696.46553169,SRR12794696.43365470,SRR12794696.43365508,SRR12794696.43365591,	SHOC2	2	185,937
chr10:110964125|110985765	chr10	110964125	110985765	20	15_14_0	274	0.127	n/a	/n/a	+	SRR12794696.2623211,SRR12794696.15582693,SRR12794696.23809736,SRR12794696.24599701,SRR12794696.24599835,SRR12794696.29631697,SRR12794696.29940380,SRR12794696.30845160,SRR12794696.32903820,SRR12794696.35502100,SRR12794696.35546660,SRR12794696.36871375,SRR12794696.38037730,SRR12794696.38511715,SRR12794696.38726236,SRR12794696.41177002,SRR12794696.43198099,SRR12794696.44312596,SRR12794696.45373726,SRR12794696.31107293,	SHOC2	2	937,138
chr10:110964125|110965061	chr10	110964125	110965061	4	3_2_0	347	0.023	n/a	/n/a	+	SRR12794696.11312507,SRR12794696.45649743,SRR12794696.47809808,SRR12794696.29000114,	SHOC2	1	937
chr10:112527087|112538330	chr10	112527087	112538330	3	2_0_2	254	0.023	n/a	/n/a	+	SRR12794696.9936722,SRR12794696.28493951,SRR12794696.28497850,	VTI1A	3	78,21,85
chr10:113876521|113884380	chr10	113876521	113884380	7	5_3_1	51	0.215	n/a	/n/a	+	SRR12794696.5638117,SRR12794696.13918174,SRR12794696.13918200,SRR12794696.15747656,SRR12794696.20089700,SRR12794696.39552644,SRR12794696.650145,	NHLRC2	3	456,122,130
chr10:114830852|114848737	chr10	114830852	114848737	3	1_0_2	114	0.05	n/a	/n/a	+	SRR12794696.37261584,SRR12794696.41583431,SRR12794696.8485147,	FAM160B1	12	79,170,105,123,294,197,115,77,193,170,144,91
chr10:114959726|114974385	chr10	114959726	114974385	3	3_0_3	16	0.273	n/a	/n/a	+	SRR12794696.23656484,SRR12794696.25749839,SRR12794696.40970396,	TRUB1	4	82,73,140,57
chr10:114970368|114974385	chr10	114970368	114974385	4	2_1_4	32	0.2	n/a	/n/a	+	SRR12794696.12486053,SRR12794696.15290221,SRR12794696.21927753,SRR12794696.44534,	TRUB1	3	73,140,57
chr10:117318872|117341102	chr10	117318872	117341102	4	3_4_1	156	0.049	n/a	/n/a	-	SRR12794696.3969392,SRR12794696.16567357,SRR12794696.29851039,SRR12794696.33761459,	PDZD8	2	103,123
chr10:118729295|118730410	chr10	118729295	118730410	5	2_3_2	225	0.043	n/a	/n/a	-	SRR12794696.15264542,SRR12794696.24216905,SRR12794696.24217110,SRR12794696.40318701,SRR12794696.4385452,	CACUL1	2	103,127
chr10:119041994|119044142	chr10	119041994	119044142	2	2_1_1	380	0.01	n/a	/n/a	-	SRR12794696.20062456,SRR12794696.48313189,	EIF3A	2	779,89
chr10:119515509|119527424	chr10	119515509	119527424	17	12_10_0	279	0.109	n/a	/n/a	-	SRR12794696.9533324,SRR12794696.11791076,SRR12794696.13940677,SRR12794696.16107662,SRR12794696.17433004,SRR12794696.20514364,SRR12794696.20941291,SRR12794696.22930392,SRR12794696.25621815,SRR12794696.28120203,SRR12794696.28120338,SRR12794696.36498430,SRR12794696.3192955,SRR12794696.36168575,SRR12794696.36169335,SRR12794696.43826112,SRR12794696.43827718,	RGS10	3	144,87,119
chr10:119578726|119588248	chr10	119578726	119588248	2	1_1_1	122	0.032	n/a	/n/a	-	SRR12794696.48123769,SRR12794696.10636539,	TIAL1	6	109,76,88,55,150,97
chr10:119930329|119933787	chr10	119930329	119933787	3	2_2_0	72	0.077	n/a	/n/a	+	SRR12794696.6296775,SRR12794696.9505641,SRR12794696.42096905,	SEC23IP	4	103,186,163,102
chr10:121790169|121924329	chr10	121790169	121924329	2	1_2_1	65	0.058	n/a	/n/a	-	SRR12794696.20845818,SRR12794696.27155880,	ATE1	10	121,100,182,33,129,230,246,104,63,64
chr10:121898841|121902620	chr10	121898841	121902620	3	2_2_0	79	0.071	n/a	/n/a	-	SRR12794696.3240934,SRR12794696.13319765,SRR12794696.13320657,	ATE1	2	129,230
chr10:124012333|124046724	chr10	124012333	124046724	2	2_1_0	578	0.007	n/a	/n/a	-	SRR12794696.26209386,SRR12794696.24178226,	CHST15	6	148,157,157,147,340,1058
chr10:124021256|124046724	chr10	124021256	124046724	6	3_3_0	626	0.019	n/a	/n/a	-	SRR12794696.9193468,SRR12794696.9378548,SRR12794696.13035861,SRR12794696.15516947,SRR12794696.22483402,SRR12794696.22483436,	CHST15	5	157,157,147,340,1058
chr10:124038515|124046724	chr10	124038515	124046724	10	8_7_0	542	0.036	n/a	/n/a	-	SRR12794696.4675132,SRR12794696.4675185,SRR12794696.7969777,SRR12794696.20146888,SRR12794696.23399872,SRR12794696.35019764,SRR12794696.43967479,SRR12794696.45167062,SRR12794696.45167227,SRR12794696.4332013,	CHST15	4	157,147,340,1058
chr10:124408542|124412200	chr10	124408542	124412200	2	2_2_0	68	0.056	n/a	/n/a	-	SRR12794696.2899815,SRR12794696.36368340,	OAT	3	96,225,228
chr10:124681607|124682379	chr10	124681607	124682379	18	12_12_0	239	0.131	n/a	/n/a	-	SRR12794696.222398,SRR12794696.7325911,SRR12794696.7326034,SRR12794696.11274524,SRR12794696.13600808,SRR12794696.14328539,SRR12794696.21640834,SRR12794696.21640937,SRR12794696.21641111,SRR12794696.25706974,SRR12794696.29277467,SRR12794696.34292260,SRR12794696.38660003,SRR12794696.42226905,SRR12794696.44612963,SRR12794696.22754156,SRR12794696.22754208,SRR12794696.46525620,	FAM53B	1	773
chr10:124681607|124696212	chr10	124681607	124696212	4	3_1_3	224	0.034	n/a	/n/a	-	SRR12794696.9334018,SRR12794696.21777060,SRR12794696.45031598,SRR12794696.23842938,	FAM53B	2	773,55
chr10:124696158|124706887	chr10	124696158	124706887	7	1_6_5	141	0.09	n/a	/n/a	-	SRR12794696.9437323,SRR12794696.15974188,SRR12794696.18289270,SRR12794696.35564697,SRR12794696.43130007,SRR12794696.43130270,SRR12794696.46440376,	FAM53B	2	55,252
chr10:125794880|125798145	chr10	125794880	125798145	2	2_1_1	66	0.057	n/a	/n/a	-	SRR12794696.21658938,SRR12794696.37835564,	UROS	3	99,86,81
chr10:132690392|132710456	chr10	132690392	132710456	3	3_2_1	118	0.048	n/a	/n/a	+	SRR12794696.6782227,SRR12794696.34356615,SRR12794696.46282554,	INPP5A	4	64,104,53,120
chr14:20325539|20329373	chr14	20325539	20329373	3	3_3_0	14	0.3	n/a	/n/a	-	SRR12794696.32785150,SRR12794696.44894730,SRR12794696.44894731,	CCNB1IP1	3	115,78,200
chr14:20395450|20395949	chr14	20395450	20395949	5	4_1_2	110	0.083	n/a	/n/a	-	SRR12794696.8385182,SRR12794696.10811341,SRR12794696.34826966,SRR12794696.42583509,SRR12794696.47272083,	TEP1	2	178,91
chr14:21230319|21234229	chr14	21230319	21234229	34	4_24_4	352	0.162	n/a	/n/a	-	SRR12794696.384183,SRR12794696.9632139,SRR12794696.26401462,SRR12794696.26402016,SRR12794696.26402105,SRR12794696.29540745,SRR12794696.31754049,SRR12794696.42281275,SRR12794696.42874307,SRR12794696.1815941,SRR12794696.5701493,SRR12794696.6492184,SRR12794696.10824329,SRR12794696.14169098,SRR12794696.15175870,SRR12794696.15179076,SRR12794696.18048636,SRR12794696.19111853,SRR12794696.19112165,SRR12794696.20157220,SRR12794696.22825435,SRR12794696.22825583,SRR12794696.26366103,SRR12794696.26911524,SRR12794696.28544317,SRR12794696.31760697,SRR12794696.33438037,SRR12794696.33438326,SRR12794696.36537469,SRR12794696.37007904,SRR12794696.38388566,SRR12794696.38722356,SRR12794696.43042250,SRR12794696.48063940,	HNRNPC	3	48,115,277
chr14:21503173|21503881	chr14	21503173	21503881	16	11_12_0	130	0.198	n/a	/n/a	-	SRR12794696.6476793,SRR12794696.6572702,SRR12794696.7537252,SRR12794696.8487506,SRR12794696.17975173,SRR12794696.21750975,SRR12794696.25209445,SRR12794696.27911771,SRR12794696.33331921,SRR12794696.17657602,SRR12794696.25106358,SRR12794696.30862708,SRR12794696.37793713,SRR12794696.37794086,SRR12794696.45678725,SRR12794696.48262708,	METTL3	2	405,218
chr14:22906195|22909595	chr14	22906195	22909595	8	5_3_2	491	0.032	n/a	/n/a	-	SRR12794696.50001,SRR12794696.25483542,SRR12794696.31024154,SRR12794696.31024474,SRR12794696.47644412,SRR12794696.5585840,SRR12794696.5586087,SRR12794696.27813950,	RBM23	3	174,48,113
chr14:22906195|22913821	chr14	22906195	22913821	2	2_1_1	294	0.013	n/a	/n/a	-	SRR12794696.2396673,SRR12794696.27817217,	RBM23	5	174,48,113,76,98
chr14:22906195|22911403	chr14	22906195	22911403	48	28_11_13	434	0.181	n/a	/n/a	-	SRR12794696.321053,SRR12794696.2431471,SRR12794696.2431870,SRR12794696.2774154,SRR12794696.9130187,SRR12794696.10067404,SRR12794696.11723993,SRR12794696.15599058,SRR12794696.20892402,SRR12794696.23810616,SRR12794696.26866862,SRR12794696.26867313,SRR12794696.26868357,SRR12794696.27459583,SRR12794696.28388505,SRR12794696.29203571,SRR12794696.29203760,SRR12794696.30048422,SRR12794696.30048533,SRR12794696.30048636,SRR12794696.30119168,SRR12794696.31387914,SRR12794696.31387924,SRR12794696.33548743,SRR12794696.33549843,SRR12794696.35214379,SRR12794696.38413567,SRR12794696.39354014,SRR12794696.40936841,SRR12794696.42609530,SRR12794696.42611147,SRR12794696.47620373,SRR12794696.94279,SRR12794696.3865355,SRR12794696.6276574,SRR12794696.6276639,SRR12794696.12808112,SRR12794696.12812894,SRR12794696.12812918,SRR12794696.19244398,SRR12794696.25433363,SRR12794696.26674754,SRR12794696.29249689,SRR12794696.29251273,SRR12794696.42612802,SRR12794696.46169807,SRR12794696.47726858,SRR12794696.47727289,	RBM23	4	174,48,113,76
chr14:22909483|22911403	chr14	22909483	22911403	158	78_37_63	411	0.435	n/a	/n/a	-	SRR12794696.390980,SRR12794696.715834,SRR12794696.1053107,SRR12794696.1556215,SRR12794696.2853457,SRR12794696.3732633,SRR12794696.3915443,SRR12794696.3915493,SRR12794696.3915571,SRR12794696.3930796,SRR12794696.4290580,SRR12794696.5053972,SRR12794696.5719962,SRR12794696.5887763,SRR12794696.7096757,SRR12794696.7297959,SRR12794696.8187702,SRR12794696.8449086,SRR12794696.9743109,SRR12794696.10065040,SRR12794696.10256013,SRR12794696.11256463,SRR12794696.11674934,SRR12794696.11831684,SRR12794696.11958490,SRR12794696.12251866,SRR12794696.13851070,SRR12794696.14439161,SRR12794696.14675416,SRR12794696.14695681,SRR12794696.14969072,SRR12794696.15062364,SRR12794696.15458148,SRR12794696.15458399,SRR12794696.16026169,SRR12794696.16557969,SRR12794696.16609449,SRR12794696.16609890,SRR12794696.16899657,SRR12794696.17082440,SRR12794696.17133679,SRR12794696.17969344,SRR12794696.18344383,SRR12794696.19857403,SRR12794696.20606950,SRR12794696.21995263,SRR12794696.22158977,SRR12794696.22300025,SRR12794696.22980279,SRR12794696.23435067,SRR12794696.23995518,SRR12794696.24335769,SRR12794696.25100232,SRR12794696.25653757,SRR12794696.26089703,SRR12794696.27308303,SRR12794696.27645921,SRR12794696.27955974,SRR12794696.27959463,SRR12794696.28097387,SRR12794696.28701792,SRR12794696.28702104,SRR12794696.29390336,SRR12794696.29661688,SRR12794696.30222116,SRR12794696.30375179,SRR12794696.30787125,SRR12794696.30787817,SRR12794696.30964748,SRR12794696.33441938,SRR12794696.34538571,SRR12794696.34870481,SRR12794696.34997259,SRR12794696.35339362,SRR12794696.35515587,SRR12794696.35915583,SRR12794696.36007867,SRR12794696.36360198,SRR12794696.36499184,SRR12794696.36502802,SRR12794696.37283691,SRR12794696.37352327,SRR12794696.37612514,SRR12794696.37990270,SRR12794696.38637554,SRR12794696.38854058,SRR12794696.38854067,SRR12794696.39596266,SRR12794696.40043415,SRR12794696.40542941,SRR12794696.41749376,SRR12794696.42502546,SRR12794696.43418604,SRR12794696.43498598,SRR12794696.43632890,SRR12794696.44018737,SRR12794696.44213520,SRR12794696.45159767,SRR12794696.45607404,SRR12794696.47445380,SRR12794696.47712955,SRR12794696.47792545,SRR12794696.47946980,SRR12794696.48427366,SRR12794696.48428307,SRR12794696.48428364,SRR12794696.48654296,SRR12794696.247964,SRR12794696.248556,SRR12794696.394398,SRR12794696.2101583,SRR12794696.2268867,SRR12794696.3339102,SRR12794696.4766862,SRR12794696.5120828,SRR12794696.5864655,SRR12794696.6020497,SRR12794696.7126098,SRR12794696.7378198,SRR12794696.7379555,SRR12794696.7379957,SRR12794696.7380048,SRR12794696.8122652,SRR12794696.8846953,SRR12794696.14597805,SRR12794696.16259549,SRR12794696.19370136,SRR12794696.21269549,SRR12794696.23031613,SRR12794696.23031614,SRR12794696.23031624,SRR12794696.26564103,SRR12794696.26863841,SRR12794696.27219991,SRR12794696.27600803,SRR12794696.27600990,SRR12794696.27659452,SRR12794696.31287709,SRR12794696.31687334,SRR12794696.31687417,SRR12794696.31885576,SRR12794696.31886242,SRR12794696.32123259,SRR12794696.34750018,SRR12794696.34937120,SRR12794696.37213130,SRR12794696.37911767,SRR12794696.37912668,SRR12794696.38460003,SRR12794696.38460105,SRR12794696.39997927,SRR12794696.41657050,SRR12794696.44506626,SRR12794696.45798236,SRR12794696.46392786,SRR12794696.47548477,SRR12794696.47891248,SRR12794696.47891914,	RBM23	2	113,76
chr14:22909483|22913845	chr14	22909483	22913845	2	1_1_1	289	0.014	n/a	/n/a	-	SRR12794696.26846309,SRR12794696.45619314,	RBM23	3	113,76,122
chr14:22926133|22927660	chr14	22926133	22927660	11	6_4_0	62	0.262	n/a	/n/a	-	SRR12794696.830932,SRR12794696.27854959,SRR12794696.27857156,SRR12794696.32591474,SRR12794696.32592767,SRR12794696.32593041,SRR12794696.32593216,SRR12794696.47201948,SRR12794696.831002,SRR12794696.31536598,SRR12794696.31536664,	PRMT5	4	164,50,113,135
chr14:23033368|23033674	chr14	23033368	23033674	2	2_1_0	64	0.059	n/a	/n/a	-	SRR12794696.47622774,SRR12794696.6136516,	PSMB5	1	307
chr14:23081748|23090633	chr14	23081748	23090633	4	1_2_1	181	0.042	n/a	/n/a	-	SRR12794696.18762255,SRR12794696.45973299,SRR12794696.45973385,SRR12794696.45973705,	ACIN1	3	89,120,112
chr14:24210348|24211829	chr14	24210348	24211829	4	2_3_0	195	0.039	n/a	/n/a	-	SRR12794696.30967123,SRR12794696.41599460,SRR12794696.33537352,SRR12794696.44615443,	CHMP4A	4	136,115,178,150
chr14:24211415|24211829	chr14	24211415	24211829	6	5_5_0	216	0.053	n/a	/n/a	-	SRR12794696.17062422,SRR12794696.17062738,SRR12794696.20329822,SRR12794696.20978540,SRR12794696.25438630,SRR12794696.34700035,	CHMP4A	2	178,150
chr14:30633947|30638247	chr14	30633947	30638247	2	1_2_0	146	0.027	n/a	/n/a	+	SRR12794696.10604683,SRR12794696.25853079,	SCFD1	2	91,123
chr14:30670256|30675065	chr14	30670256	30675065	17	8_3_8	130	0.207	n/a	/n/a	+	SRR12794696.75144,SRR12794696.5503650,SRR12794696.5504120,SRR12794696.7439320,SRR12794696.10951274,SRR12794696.19535440,SRR12794696.24441562,SRR12794696.29464857,SRR12794696.38851096,SRR12794696.41075808,SRR12794696.45758589,SRR12794696.48193642,SRR12794696.48195872,SRR12794696.523942,SRR12794696.31120760,SRR12794696.33104975,SRR12794696.33105565,	SCFD1	4	140,91,74,82
chr14:30715924|30734858	chr14	30715924	30734858	16	7_5_10	115	0.218	n/a	/n/a	+	SRR12794696.883965,SRR12794696.884021,SRR12794696.8183438,SRR12794696.14178697,SRR12794696.27298416,SRR12794696.31159386,SRR12794696.31159799,SRR12794696.31428733,SRR12794696.32979804,SRR12794696.41409330,SRR12794696.42660358,SRR12794696.42785668,SRR12794696.42786618,SRR12794696.46551948,SRR12794696.46552901,SRR12794696.47757170,	SCFD1	5	54,53,34,66,69
chr14:30715924|30722559	chr14	30715924	30722559	4	1_0_2	109	0.068	n/a	/n/a	+	SRR12794696.909443,SRR12794696.11081079,SRR12794696.24188800,SRR12794696.37592453,	SCFD1	4	54,53,34,66
chr14:30902536|30911162	chr14	30902536	30911162	2	2_0_2	43	0.085	n/a	/n/a	-	SRR12794696.27441908,SRR12794696.31482381,	STRN3	4	108,141,168,122
chr14:30929201|30956242	chr14	30929201	30956242	3	1_1_1	45	0.118	n/a	/n/a	-	SRR12794696.30443536,SRR12794696.33800971,SRR12794696.24679530,	STRN3	7	111,142,130,174,82,74,104
chr14:30935163|30956242	chr14	30935163	30956242	13	4_1_5	62	0.295	n/a	/n/a	-	SRR12794696.12511892,SRR12794696.12965571,SRR12794696.12966005,SRR12794696.18091003,SRR12794696.18091322,SRR12794696.2245409,SRR12794696.15000333,SRR12794696.15000787,SRR12794696.19012377,SRR12794696.19012393,SRR12794696.23471988,SRR12794696.23472010,SRR12794696.33436715,	STRN3	6	142,130,174,82,74,104
chr14:30947090|30956242	chr14	30947090	30956242	2	2_2_0	64	0.059	n/a	/n/a	-	SRR12794696.24195808,SRR12794696.29569651,	STRN3	4	174,82,74,104
chr14:30955620|30956242	chr14	30955620	30956242	2	2_2_0	80	0.048	n/a	/n/a	-	SRR12794696.31072299,SRR12794696.47333768,	STRN3	2	74,104
chr14:31116236|31121505	chr14	31116236	31121505	3	2_2_0	133	0.043	n/a	/n/a	-	SRR12794696.9526812,SRR12794696.10021310,SRR12794696.20501567,	HECTD1	3	223,157,123
chr14:31119710|31121505	chr14	31119710	31121505	2	2_2_0	155	0.025	n/a	/n/a	-	SRR12794696.20377665,SRR12794696.29531061,	HECTD1	2	157,123
chr14:31127785|31172122	chr14	31127785	31172122	2	2_2_0	127	0.031	n/a	/n/a	-	SRR12794696.1471512,SRR12794696.35303700,	HECTD1	20	222,837,177,167,324,140,135,106,95,147,135,77,264,223,171,139,175,115,99,77
chr14:31133238|31133675	chr14	31133238	31133675	7	5_5_0	154	0.083	n/a	/n/a	-	SRR12794696.14588101,SRR12794696.14588206,SRR12794696.24641447,SRR12794696.28580883,SRR12794696.32323866,SRR12794696.46362143,SRR12794696.46364158,	HECTD1	2	177,167
chr14:31156840|31172122	chr14	31156840	31172122	2	2_1_1	196	0.02	n/a	/n/a	-	SRR12794696.45683484,SRR12794696.46530089,	HECTD1	6	171,139,175,115,99,77
chr14:31315770|31318292	chr14	31315770	31318292	2	2_2_0	51	0.073	n/a	/n/a	-	SRR12794696.14923222,SRR12794696.14923270,	HEATR5A	2	180,69
chr14:31358637|31374968	chr14	31358637	31374968	3	2_2_0	68	0.081	n/a	/n/a	-	SRR12794696.17223939,SRR12794696.17223952,SRR12794696.45493220,	HEATR5A	5	176,164,110,100,153
chr14:31673355|31673574	chr14	31673355	31673574	2	1_1_2	22	0.154	n/a	/n/a	+	SRR12794696.12388360,SRR12794696.16492499,	NUBPL	2	40,91
chr14:32090502|32094386	chr14	32090502	32094386	3	3_2_0	26	0.188	n/a	/n/a	+	SRR12794696.24220122,SRR12794696.27188902,SRR12794696.40510088,	ARHGAP5	1	3885
chr14:32090502|32117287	chr14	32090502	32117287	9	5_6_0	20	0.474	n/a	/n/a	+	SRR12794696.2646497,SRR12794696.2647574,SRR12794696.3072173,SRR12794696.19088340,SRR12794696.41049365,SRR12794696.42365678,SRR12794696.45280549,SRR12794696.46750957,SRR12794696.45390807,	ARHGAP5	2	3885,148
chr14:32117140|32152528	chr14	32117140	32152528	2	2_2_0	9	0.308	n/a	/n/a	+	SRR12794696.1758040,SRR12794696.35931078,	ARHGAP5	4	148,78,132,106
chr14:34567686|34568013	chr14	34567686	34568013	17	4_10_6	82	0.293	n/a	/n/a	-	SRR12794696.4338296,SRR12794696.4338387,SRR12794696.4338423,SRR12794696.8381193,SRR12794696.11492986,SRR12794696.12893778,SRR12794696.16667970,SRR12794696.19785358,SRR12794696.28185798,SRR12794696.29534805,SRR12794696.31432747,SRR12794696.31433048,SRR12794696.42955009,SRR12794696.1226005,SRR12794696.4877417,SRR12794696.11493450,SRR12794696.41248085,	SNX6	2	86,160
chr14:34593045|34609742	chr14	34593045	34609742	4	0_1_3	143	0.053	n/a	/n/a	-	SRR12794696.34766766,SRR12794696.12985812,SRR12794696.12985982,SRR12794696.16652249,	SNX6	5	106,96,124,122,105
chr14:34792775|34795765	chr14	34792775	34795765	2	2_0_2	447	0.009	n/a	/n/a	-	SRR12794696.28064057,SRR12794696.37206254,	BAZ1A	3	147,139,96
chr14:34800224|34802988	chr14	34800224	34802988	16	11_11_0	495	0.061	n/a	/n/a	-	SRR12794696.2145154,SRR12794696.3694899,SRR12794696.5908108,SRR12794696.5908120,SRR12794696.13143043,SRR12794696.23085808,SRR12794696.23631270,SRR12794696.23631637,SRR12794696.28189867,SRR12794696.32095164,SRR12794696.40863579,SRR12794696.44350852,SRR12794696.44350888,SRR12794696.44426240,SRR12794696.46416656,SRR12794696.48016380,	BAZ1A	3	167,100,135
chr14:34826013|34862322	chr14	34826013	34862322	3	3_3_0	539	0.011	n/a	/n/a	-	SRR12794696.5037137,SRR12794696.19606412,SRR12794696.29407614,	BAZ1A	2	144,279
