,id,X.chrom,start,end,name,score,strand
9067,gene_18158,chr6,28109688,28127250,ZKSCAN8,0,+
9068,gene_18159,chr12,2157518,2158629,RP5-1096D14.5,0,+
9069,gene_1816,chr12,76956074,77009347,RP11-20E24.1,0,+
9070,gene_18160,chr9,35361056,35361262,AL160274.1,0,-
9071,gene_18161,chr12,2027117,2032033,RP5-1096D14.3,0,+
9072,gene_18162,chr17,63640426,63640735,GS1-531I17.3,0,+
9073,gene_18163,chr22,21336302,21353327,LZTR1,0,+
9074,gene_18164,chr9,46998213,46999491,BX664724.2,0,+
9075,gene_18165,chr9,47021337,47022699,BX664724.1,0,-
9076,gene_18166,chr21,14993898,14994004,RNU6-286P,0,+
9077,gene_18167,chr3,136677967,136701038,RP11-85F14.6,0,-
9078,gene_18168,chr3,136560568,136580896,RP11-85F14.5,0,-
9079,gene_18169,chr6,127004181,127004992,RP1-179E13.1,0,+
9080,gene_1817,chr6,36418692,36418978,RN7SL502P,0,-
9081,gene_18170,chr3,136617918,136618918,RP11-85F14.1,0,-
9082,gene_18171,chr9,104235453,104295819,TMEM246,0,-
9083,gene_18172,chr1,4714792,4852594,AJAP1,0,+
9084,gene_18173,chr5,84959050,84960502,CTC-480C2.1,0,+
9085,gene_18174,chr2,103353364,103636358,TMEM182,0,+
9086,gene_18175,chr6,158957468,159056460,TMEM181,0,+
9087,gene_18176,chr20,7127114,7234849,RP4-764O22.2,0,-
9088,gene_18177,chrX,153237778,153248646,TMEM187,0,+
9089,gene_18178,chr16,8874241,8891505,TMEM186,0,-
9090,gene_18179,chr21,34638663,34682492,IL10RB,0,+
9091,gene_1818,chr19,36233365,36236346,U2AF1L4,0,-
9092,gene_18180,chr17,3029878,3030875,OR1G1,0,-
9093,gene_18181,chr16,50058321,50070999,TMEM188,0,+
9094,gene_18182,chr1,63825494,63826850,RP4-792G4.3,0,-
9095,gene_18183,chr1,63786555,63790112,RP4-792G4.2,0,-
9096,gene_18184,chr3,58364944,58365252,RP11-802O23.4,0,-
9097,gene_18185,chr17,20415873,20420792,AC025627.9,0,-
9098,gene_18186,chr3,58413982,58414542,RP11-802O23.3,0,+
9099,gene_18187,chr22,20670709,20674508,PPP1R26P3,0,-
9100,gene_18188,chr1,33815953,33828846,RP11-415J8.5,0,+
9101,gene_18189,chr1,33726813,33727281,RP11-415J8.7,0,+
9102,gene_1819,chr19,36236579,36245420,AC002398.9,0,+
9103,gene_18190,chr1,142660017,142660749,SNX18P15,0,-
9104,gene_18191,chr17,19483256,19499371,AC025627.7,0,+
9105,gene_18192,chr1,33772949,33814846,RP11-415J8.3,0,+
9106,gene_18193,chr1,142688379,142688925,SNX18P16,0,-
9107,gene_18194,chr15,26640219,26691921,AC009878.2,0,+
9108,gene_18195,chr8,7636113,7638935,PRR23D2,0,-
9109,gene_18196,chr10,72642037,72648541,PCBD1,0,-
9110,gene_18197,chr11,62172575,62190667,SCGB1A1,0,+
9111,gene_18198,chr9,14068931,14069416,RP11-280O24.1,0,+
9112,gene_18199,chr9,14204247,14205038,RP11-280O24.3,0,+
9113,gene_182,chr20,44802372,44937137,CDH22,0,-
9114,gene_1820,chr17,8316449,8393729,NDEL1,0,+
9115,gene_18200,chr5,140639793,140700388,TAF7,0,-
9116,gene_18201,chr7,99704693,99717464,TAF6,0,-
9117,gene_18202,chr10,105127724,105148822,TAF5,0,+
9118,gene_18203,chr12,109991542,110011679,MMAB,0,-
9119,gene_18204,chr2,159883548,159883654,RNU6-580P,0,-
9120,gene_18205,chr2,61476915,61477756,RP11-479F13.1,0,+
9121,gene_18206,chrX,70586089,70752224,TAF1,0,+
9122,gene_18207,chr8,87029048,87029355,RP11-216N21.1,0,+
9123,gene_18208,chr19,35125749,35126622,CTD-2553L13.7,0,+
9124,gene_18209,chr4,134482011,134482089,AC105252.1,0,-
9125,gene_1821,chr4,70657590,70679606,SULT1D1P,0,-
9126,gene_18210,chr22,35776354,35790207,HMOX1,0,+
9127,gene_18211,chr5,68660570,68665840,TAF9,0,-
9128,gene_18212,chr6,42018251,42055199,TAF8,0,+
9129,gene_18213,chr11,2323227,2339430,TSPAN32,0,+
9130,gene_18214,chr7,128784732,128809538,TSPAN33,0,+
9131,gene_18215,chr12,58131796,58143994,TSPAN31,0,+
9132,gene_18216,chr19,17378227,17393775,CTD-2278I10.6,0,+
9133,gene_18217,chr2,152954842,152965716,AC079790.2,0,+
9134,gene_18218,chr2,152988069,152988359,AC079790.3,0,+
9135,gene_18219,chr9,116148597,116163613,ALAD,0,-
9136,gene_1822,chr11,69296430,69309720,CMB9-44E22.1,0,+
9137,gene_18220,chr19,45971253,45978437,FOSB,0,+
9138,gene_18221,chr22,21637170,21638450,POM121L8P,0,+
9139,gene_18222,chr15,98083827,98103932,RP11-461F11.3,0,-
9140,gene_18223,chr15,98076968,98084706,RP11-461F11.2,0,-
9141,gene_18224,chr6,30436659,30438028,SUCLA2P,0,+
9142,gene_18225,chr5,106530857,106531033,RP11-513C4.1,0,+
9143,gene_18226,chr12,100550135,100567437,GOLGA2B,0,-
9144,gene_18227,chr13,25939937,25940293,RP11-206I15.2,0,-
9145,gene_18228,chr8,86019382,86058311,LRRCC1,0,+
9146,gene_18229,chr10,70020314,70021256,RP11-153K11.6,0,+
9147,gene_1823,chr22,51112843,51171726,SHANK3,0,+
9148,gene_18230,chr1,53708036,53710212,RP5-1024G6.8,0,-
9149,gene_18231,chr1,53646593,53652572,RP5-1024G6.9,0,+
9150,gene_18232,chr4,159690290,159829201,FNIP2,0,+
9151,gene_18233,chr19,35136285,35137743,CTD-2553L13.5,0,+
9152,gene_18234,chr15,27585671,27585951,AC145436.1,0,+
9153,gene_18235,chr19,15490859,15529952,AKAP8L,0,-
9154,gene_18236,chr1,190447681,190449865,RP11-547I7.2,0,+
9155,gene_18237,chr1,53675455,53679447,RP5-1024G6.2,0,-
9156,gene_18238,chrX,17787125,17787518,RP3-389A20.2,0,-
9157,gene_18239,chrX,17723459,17723811,RP3-389A20.5,0,-
9158,gene_1824,chr2,173288535,173288901,RP11-227L6.1,0,-
9159,gene_18240,chr1,53704282,53708455,RP5-1024G6.5,0,+
9160,gene_18241,chr1,53686335,53689925,RP5-1024G6.7,0,+
9161,gene_18242,chr19,23675230,23695458,ZNF725P,0,-
9162,gene_18243,chr5,8387751,8457677,RP11-480D4.2,0,-
9163,gene_18244,chr7,20621695,20622829,AC007095.2,0,+
9164,gene_18245,chr5,271736,353971,PDCD6,0,+
9165,gene_18246,chr14,35747839,35786699,PSMA6,0,+
9166,gene_18247,chr10,112631553,112659764,PDCD4,0,+
9167,gene_18248,chr10,69993008,70002136,RP11-153K11.3,0,-
9168,gene_18249,chr6,170884383,170893780,PDCD2,0,-
9169,gene_1825,chr19,51165084,51222707,SHANK1,0,-
9170,gene_18250,chr6,134210276,134216691,TCF21,0,+
9171,gene_18251,chr2,27371872,27379842,TCF23,0,+
9172,gene_18252,chr8,74153564,74171737,RP11-956J14.3,0,-
9173,gene_18253,chr8,74128164,74128862,RP11-956J14.2,0,-
9174,gene_18254,chr6,76183454,76183610,RNU1-34P,0,-
9175,gene_18255,chr14,20156420,20159353,RP11-597A11.5,0,+
9176,gene_18256,chr14,20149579,20152898,RP11-597A11.2,0,+
9177,gene_18257,chr1,150980896,151008189,PRUNE,0,+
9178,gene_18258,chr19,10654571,10664094,ATG4D,0,+
9179,gene_18259,chr9,6542094,6542350,RN7SL25P,0,+
9180,gene_1826,chr19,36276599,36288804,AC002398.5,0,-
9181,gene_18260,chr5,139728069,139737379,CTC-329D1.3,0,-
9182,gene_18261,chr5,139750476,139780952,CTC-329D1.2,0,-
9183,gene_18262,chr2,242166679,242256476,HDLBP,0,-
9184,gene_18263,chr3,139328513,139328781,RN7SL724P,0,-
9185,gene_18264,chr17,27524089,27524803,RP11-22N12.2,0,-
9186,gene_18265,chrX,81256669,81256776,RNU6-974P,0,-
9187,gene_18266,chr6,22221010,22222624,RP11-524C21.2,0,+
9188,gene_18267,chr6,22213535,22214466,RP11-524C21.1,0,-
9189,gene_18268,chr6,138483058,138665800,ARFGEF3,0,+
9190,gene_18269,chr21,11153837,11155057,VN1R7P,0,-
9191,gene_1827,chr12,112337067,112339195,ADAM1A,0,+
9192,gene_18270,chr14,38503492,38663486,CTD-2058B24.2,0,-
9193,gene_18271,chr14,38472318,38474052,CTD-2058B24.3,0,-
9194,gene_18272,chr19,22785508,22785590,AC011467.1,0,+
9195,gene_18273,chr11,6629897,6631366,RP11-732A19.2,0,-
9196,gene_18274,chr14,58045350,58048038,RP11-409I10.2,0,+
9197,gene_18275,chr17,76422409,76422834,AC061992.1,0,+
9198,gene_18276,chr21,27015801,27016528,AP000223.41,0,+
9199,gene_18277,chr16,75661372,75682541,KARS,0,-
9200,gene_18278,chr17,71890888,71908017,CTD-2582D11.1,0,-
9201,gene_18279,chrX,154487526,154493874,RAB39B,0,-
9202,gene_1828,chr11,29298236,29298352,AC110056.1,0,+
9203,gene_18280,chr11,107799229,107834208,RAB39A,0,+
9204,gene_18281,chr5,158741791,158757895,IL12B,0,-
9205,gene_18282,chr3,159706537,159713806,IL12A,0,+
9206,gene_18283,chr22,38054734,38062941,PDXP,0,+
9207,gene_18284,chr20,16390942,16391036,AL118509.1,0,-
9208,gene_18285,chr2,8026901,8039786,AC007463.2,0,-
9209,gene_18286,chr10,104614029,104661656,BORCS7-ASMT,0,+
9210,gene_18287,chr7,90099101,90118278,AC006153.3,0,+
9211,gene_18288,chr5,102744642,102748212,CTD-2154H6.1,0,-
9212,gene_18289,chr20,8589827,8589912,AL031655.1,0,+
9213,gene_1829,chr13,46948536,46948725,RNU2-6P,0,-
9214,gene_18290,chr10,20359734,20380713,RP11-575A19.2,0,-
9215,gene_18291,chr13,21612668,21612806,RNU4-9P,0,-
9216,gene_18292,chr9,73531913,73532417,RP11-161E22.2,0,-
9217,gene_18293,chr2,71004442,71017775,FIGLA,0,-
9218,gene_18294,chr2,110490308,110490713,AC109815.2,0,+
9219,gene_18295,chr10,30692126,30692705,RP11-449I17.5,0,-
9220,gene_18296,chr13,95409705,95411526,RP11-477B16.3,0,-
9221,gene_18297,chr19,54253105,54253205,RNU6-751P,0,-
9222,gene_18298,chr16,67516474,67517716,AGRP,0,-
9223,gene_18299,chr14,20422649,20426155,OR4K16P,0,+
9224,gene_183,chr11,71950121,71956708,PHOX2A,0,-
9225,gene_1830,chr8,66626569,66627013,RP11-707M3.3,0,-
9226,gene_18300,chr13,36841305,36841411,RNU6-71P,0,+
9227,gene_18301,chr1,89859592,89860224,RP4-644F6.2,0,+
9228,gene_18302,chr1,89873238,89891802,RP4-644F6.3,0,+
9229,gene_18303,chr9,95290266,95290340,MIR4670,0,-
9230,gene_18304,chr2,64110383,179888105,ACA59,0,-
9231,gene_18305,chrX,62062012,62062972,RP1-267M5.1,0,+
9232,gene_18306,chr3,42589461,42642572,SEC22C,0,-
9233,gene_18307,chr1,145096413,145118353,SEC22B,0,+
9234,gene_18308,chr3,122920774,122992977,SEC22A,0,+
9235,gene_18309,chrY,27320667,27321384,RP11-566H16.1,0,+
9236,gene_1831,chr16,78859178,78859903,RP11-133M8.1,0,+
9237,gene_18310,chr20,45092358,45105871,RP5-981L23.2,0,-
9238,gene_18311,chrY,13568224,13574392,RP11-295P22.3,0,+
9239,gene_18312,chrY,13551375,13552752,RP11-295P22.1,0,+
9240,gene_18313,chrX,62098281,62104312,RP1-267M5.3,0,-
9241,gene_18314,chr14,106329626,106329675,IGHJ3P,0,-
9242,gene_18315,chr11,45792983,45793909,CTD-2210P24.4,0,+
9243,gene_18316,chr22,24936391,24951903,GUCD1,0,-
9244,gene_18317,chr2,103050417,103051800,AC007278.2,0,+
9245,gene_18318,chr2,103055173,103056935,AC007278.3,0,+
9246,gene_18319,chr20,61726845,61733671,HAR1B,0,-
9247,gene_1832,chr5,145463949,145483932,PLAC8L1,0,-
9248,gene_18320,chr17,8241015,8242076,RP11-849F2.4,0,+
9249,gene_18321,chr14,104917316,104917770,AL512362.1,0,+
9250,gene_18322,chr17,8271956,8286505,RP11-849F2.7,0,-
9251,gene_18323,chr11,45834770,45846809,CTD-2210P24.6,0,+
9252,gene_18324,chr19,851014,856247,ELANE,0,+
9253,gene_18325,chr19,30302805,30315215,CCNE1,0,+
9254,gene_18326,chrY,20551183,20566932,RP11-157F24.1,0,-
9255,gene_18327,chr20,37209838,37217106,ADIG,0,+
9256,gene_18328,chr1,15783223,15798586,CELA2A,0,+
9257,gene_18329,chr3,197398264,197476598,RUBCN,0,-
9258,gene_1833,chr5,175130901,175131007,RNU6-226P,0,+
9259,gene_18330,chr1,15792404,15817895,CELA2B,0,+
9260,gene_18331,chr12,56665483,56694176,CS,0,-
9261,gene_18332,chr19,17927321,17932383,INSL3,0,-
9262,gene_18333,chr1,54970341,54970443,AC099796.1,0,+
9263,gene_18334,chr3,167401086,167452727,PDCD10,0,-
9264,gene_18335,chr10,105156405,105206049,PDCD11,0,+
9265,gene_18336,chr2,89156674,89157196,IGKC,0,-
9266,gene_18337,chr1,28562620,28573417,ATPIF1,0,+
9267,gene_18338,chr14,48865711,48960970,RP11-2G1.1,0,-
9268,gene_18339,chr14,48788271,48788597,RP11-2G1.3,0,-
9269,gene_1834,chr20,35724188,35725581,RP4-621N11.2,0,+
9270,gene_18340,chr14,48867513,48868578,RP11-2G1.2,0,+
9271,gene_18341,chr10,83988741,83992676,NRG3-AS1,0,-
9272,gene_18342,chr1,247901917,247902861,OR14K1,0,+
9273,gene_18343,chr20,4711928,4721314,PRNT,0,-
9274,gene_18344,chr20,4666882,4682236,PRNP,0,+
9275,gene_18345,chr11,2161731,2169896,IGF2AS,0,+
9276,gene_18346,chr5,167718656,167899308,WWC1,0,+
9277,gene_18347,chr1,54492354,54519177,TMEM59,0,-
9278,gene_18348,chr1,95582894,95663163,TMEM56,0,+
9279,gene_18349,chr1,25757349,25826700,TMEM57,0,+
9280,gene_1835,chr1,55505221,55530525,PCSK9,0,+
9281,gene_18350,chr1,33360195,33367039,TMEM54,0,-
9282,gene_18351,chr2,238969530,239008054,SCLY,0,+
9283,gene_18352,chr1,1849029,1850712,TMEM52,0,-
9284,gene_18353,chr1,45100910,45140227,TMEM53,0,-
9285,gene_18354,chr1,15479028,15546976,TMEM51,0,+
9286,gene_18355,chr17,60093218,60093298,AC018628.1,0,-
9287,gene_18356,chr15,22736246,22746002,GOLGA6L22,0,+
9288,gene_18357,chrX,106045910,106119375,TBC1D8B,0,+
9289,gene_18358,chr8,127564687,127570638,FAM84B,0,-
9290,gene_18359,chr2,14772810,14790938,FAM84A,0,+
9291,gene_1836,chr18,14903579,14915627,RP11-527H14.4,0,+
9292,gene_18360,chr3,118866222,118906654,RP11-484M3.5,0,+
9293,gene_18361,chr3,118945333,119009513,RP11-484M3.4,0,+
9294,gene_18362,chr19,53738634,53758151,ZNF677,0,-
9295,gene_18363,chr17,71244588,71258491,CPSF4L,0,-
9296,gene_18364,chr4,65263412,65263505,RNU6-191P,0,-
9297,gene_18365,chrX,46357162,46404892,ZNF674,0,-
9298,gene_18366,chr1,249132409,249143716,ZNF672,0,+
9299,gene_18367,chr3,35785968,35786051,MIR128-2,0,+
9300,gene_18368,chr1,247200086,247242057,ZNF670,0,-
9301,gene_18369,chr16,11762270,11773015,SNN,0,+
9302,gene_1837,chr17,3280821,3280896,OR1AC1P,0,-
9303,gene_18370,chr1,52497775,52499488,KTI12,0,-
9304,gene_18371,chr1,227751244,227865144,ZNF678,0,+
9305,gene_18372,chr11,92785561,92785993,RPL26P31,0,-
9306,gene_18373,chr6,31902251,31909501,C2-AS1,0,-
9307,gene_18374,chr17,40023161,40086795,ACLY,0,-
9308,gene_18375,chr4,32352660,32354842,RP11-240A16.1,0,+
9309,gene_18376,chr7,7946150,7946255,RNU6-534P,0,+
9310,gene_18377,chr9,125390858,125391852,OR1B1,0,-
9311,gene_18378,chr21,34853887,34854502,RPS5L,0,-
9312,gene_18379,chr17,42306128,42307596,SHC1P2,0,-
9313,gene_1838,chr20,3340683,3340789,RNU6-1019P,0,+
9314,gene_18380,chr4,140586922,140661899,MGST2,0,+
9315,gene_18381,chr1,165600098,165631033,MGST3,0,+
9316,gene_18382,chr12,16500076,16762193,MGST1,0,+
9317,gene_18383,chrX,48065693,48065809,RNA5SP503,0,+
9318,gene_18384,chr6,133773995,133777743,RP1-283K11.2,0,-
9319,gene_18385,chr6,133756215,133760602,RP1-283K11.3,0,-
9320,gene_18386,chr10,32462612,32462672,RNU7-22P,0,+
9321,gene_18387,chr5,34883162,34883625,RPL21P54,0,+
9322,gene_18388,chr12,16666379,16667305,RP11-424M22.1,0,+
9323,gene_18389,chr12,16720345,16726874,RP11-424M22.3,0,+
9324,gene_1839,chr1,164320510,164320625,RNU5F-6P,0,+
9325,gene_18390,chr1,159315956,159438858,RP11-550P17.5,0,-
9326,gene_18391,chr6,1624041,2245926,GMDS,0,-
9327,gene_18392,chr19,35739233,35758867,LSR,0,+
9328,gene_18393,chr1,159246293,159246901,RP11-550P17.1,0,+
9329,gene_18394,chr21,45285067,45406417,AGPAT3,0,+
9330,gene_18395,chr13,109934321,109940081,RP11-54H7.2,0,+
9331,gene_18396,chr13,109816250,109853831,RP11-54H7.3,0,-
9332,gene_18397,chr13,109921982,109926186,RP11-54H7.4,0,+
9333,gene_18398,chr2,192711265,192909251,AC098617.1,0,+
9334,gene_18399,chr9,139567595,139581875,AGPAT2,0,-
9335,gene_184,chr11,48649098,48650045,OR4A44P,0,+
9336,gene_1840,chr15,101837347,102065405,PCSK6,0,-
9337,gene_18400,chr8,10383056,10411676,PRSS55,0,+
9338,gene_18401,chr15,31767601,32162992,OTUD7A,0,-
9339,gene_18402,chr19,685546,695498,PRSS57,0,-
9340,gene_18403,chr2,233385173,233390426,PRSS56,0,+
9341,gene_18404,chr8,10340388,10405095,PRSS51,0,-
9342,gene_18405,chr3,46753605,46759397,PRSS50,0,-
9343,gene_18406,chr16,31094746,31100949,PRSS53,0,-
9344,gene_18407,chr11,96461317,96584822,RP11-360K13.1,0,+
9345,gene_18408,chr10,87192619,87208718,RP11-475D12.2,0,+
9346,gene_18409,chr2,27532360,27548547,MPV17,0,-
9347,gene_1841,chr11,117075053,117103241,PCSK7,0,-
9348,gene_18410,chr6,105384491,105531207,LIN28B,0,+
9349,gene_18411,chr1,26737269,26756213,LIN28A,0,+
9350,gene_18412,chr19,47212550,47212602,MIR320E,0,-
9351,gene_18413,chr1,149909705,149982625,OTUD7B,0,-
9352,gene_18414,chr3,87643988,87644526,RP11-312H1.1,0,+
9353,gene_18415,chr5,162866447,162873821,AC112205.1,0,-
9354,gene_18416,chr4,152023903,152246784,SH3D19,0,-
9355,gene_18417,chr5,87564712,87732502,CTC-358I24.1,0,+
9356,gene_18418,chr2,66924257,66930359,AC007392.4,0,-
9357,gene_18419,chr2,66801162,66957289,AC007392.3,0,+
9358,gene_1842,chr11,73711326,73720480,UCP3,0,-
9359,gene_18420,chr19,49584589,49584885,RN7SL708P,0,+
9360,gene_18421,chr3,97200021,97200350,RP11-529P9.1,0,-
9361,gene_18422,chr12,56223392,56230030,TMEM198B,0,+
9362,gene_18423,chr18,7134930,7135818,MCART4P,0,+
9363,gene_18424,chr5,135138674,135138764,MIR5692C1,0,-
9364,gene_18425,chr7,97593717,97593793,MIR5692C2,0,-
9365,gene_18426,chr9,42275939,42298165,RP11-216M21.5,0,+
9366,gene_18427,chr9,42276765,42277236,RP11-216M21.4,0,+
9367,gene_18428,chr9,42363048,42367092,RP11-216M21.7,0,-
9368,gene_18429,chr9,42250840,42251545,RP11-216M21.1,0,+
9369,gene_1843,chr9,78505560,78977255,PCSK5,0,+
9370,gene_18430,chr4,72687022,72689697,RP11-545L5.1,0,-
9371,gene_18431,chr9,42266980,42267558,RP11-216M21.2,0,+
9372,gene_18432,chr3,44979165,44979974,RP11-681O4.1,0,+
9373,gene_18433,chr3,44283378,44373590,TOPAZ1,0,+
9374,gene_18434,chr9,42332810,42338939,RP11-216M21.9,0,-
9375,gene_18435,chr9,42312410,42316347,RP11-216M21.8,0,+
9376,gene_18436,chr18,9913999,9960018,VAPA,0,+
9377,gene_18437,chr18,41412124,41412230,RNU6-443P,0,-
9378,gene_18438,chr3,27307071,27307174,RNU6-342P,0,-
9379,gene_18439,chr12,120137573,120138816,RP1-127H14.3,0,+
9380,gene_1844,chr16,22817610,22825001,CTC-591M7.1,0,-
9381,gene_18440,chr5,33011428,33017713,CTD-2066L21.2,0,-
9382,gene_18441,chr5,32925745,33298016,CTD-2066L21.3,0,-
9383,gene_18442,chr5,33009100,33025830,CTD-2066L21.1,0,+
9384,gene_18443,chr16,78200614,78202411,RP11-190D6.1,0,-
9385,gene_18444,chr16,78271259,78275115,RP11-190D6.2,0,-
9386,gene_18445,chrY,13309534,13314689,MAFIP,0,-
9387,gene_18446,chr12,126580538,126662178,RP3-446N13.1,0,+
9388,gene_18447,chr12,126591005,126591593,RP3-446N13.2,0,-
9389,gene_18448,chr12,126614712,126615411,RP3-446N13.3,0,-
9390,gene_18449,chr12,126626498,126626923,RP3-446N13.4,0,+
9391,gene_1845,chr8,13441398,13442042,RP11-145O15.2,0,-
9392,gene_18450,chr5,79232402,79263449,RP11-168A11.1,0,+
9393,gene_18451,chr14,22070032,22070976,OR10G1P,0,-
9394,gene_18452,chr5,79328994,79329125,RP11-168A11.3,0,-
9395,gene_18453,chr1,16524349,16524852,RP4-733M16.2,0,+
9396,gene_18454,chr4,1552011,1552299,RP13-1016M1.2,0,+
9397,gene_18455,chr2,236945894,236945955,RNU7-127P,0,+
9398,gene_18456,chr1,159401994,159402928,OR10J4P,0,+
9399,gene_18457,chr5,136869143,136869210,AC106775.1,0,+
9400,gene_18458,chr6,108881038,109005977,FOXO3,0,+
9401,gene_18459,chr20,23753422,23756806,XXyac-YX60D10.2,0,-
9402,gene_1846,chrX,49641327,49643844,AF238380.5,0,-
9403,gene_18460,chr14,89756549,89757938,RP11-356K23.3,0,-
9404,gene_18461,chr20,31749574,31769218,BPIFA2,0,+
9405,gene_18462,chr15,56615391,56615917,RP11-844G16.1,0,+
9406,gene_18463,chr15,56540985,56541325,RP11-844G16.3,0,+
9407,gene_18464,chr13,41044090,41240734,FOXO1,0,-
9408,gene_18465,chr6,71373205,71373982,RP11-160A9.1,0,-
9409,gene_18466,chr6,71444206,71444665,RP11-160A9.2,0,+
9410,gene_18467,chr6,71403542,71404322,RP11-160A9.3,0,+
9411,gene_18468,chr15,72491370,72524163,PKM,0,-
9412,gene_18469,chr1,13839715,13842765,RP4-597A16.2,0,+
9413,gene_1847,chrX,49676227,49676969,AF238380.8,0,-
9414,gene_18470,chr1,13881496,13882189,RP4-597A16.3,0,+
9415,gene_18471,chr16,7054008,7054113,RNU6-328P,0,-
9416,gene_18472,chr2,163123589,163175213,IFIH1,0,-
9417,gene_18473,chr22,17075979,17076375,KB-67B5.16,0,-
9418,gene_18474,chr14,58666798,58702354,ACTR10,0,+
9419,gene_18475,chr20,57090435,57194944,RP5-907D15.2,0,+
9420,gene_18476,chr9,42018949,42019408,RP11-104G3.7,0,-
9421,gene_18477,chr9,41879688,41880646,RP11-104G3.5,0,+
9422,gene_18478,chr9,41954580,41955037,RP11-104G3.2,0,+
9423,gene_18479,chr20,57209828,57210794,RP5-907D15.4,0,+
9424,gene_1848,chr18,14969000,14970467,RP11-527H14.3,0,-
9425,gene_18480,chr9,41884765,41886211,RP11-104G3.1,0,-
9426,gene_18481,chr13,50202435,50208008,ARL11,0,+
9427,gene_18482,chr5,175792471,175828866,ARL10,0,+
9428,gene_18483,chr17,33791268,33864880,SLFN12L,0,-
9429,gene_18484,chr5,53179775,53606412,ARL15,0,-
9430,gene_18485,chr3,160394947,160396240,ARL14,0,+
9431,gene_18486,chr17,79648204,79650954,ARL16,0,-
9432,gene_18487,chr5,92242887,92275298,CTC-458G6.2,0,-
9433,gene_18488,chr6,135027198,135028487,RP1-287H17.1,0,-
9434,gene_18489,chr17,46233789,46233873,MIR1203,0,-
9435,gene_1849,chr17,25952510,25953464,RP11-19P22.8,0,-
9436,gene_18490,chr8,73572819,73573705,RP11-313C15.2,0,-
9437,gene_18491,chr6,47430587,47430652,AL355353.1,0,-
9438,gene_18492,chr8,73644280,73664078,RP11-313C15.1,0,+
9439,gene_18493,chr17,80572438,80606429,WDR45B,0,-
9440,gene_18494,chr14,19614204,19615880,RP11-146E13.8,0,-
9441,gene_18495,chr16,5888132,5888662,RP11-19H6.1,0,-
9442,gene_18496,chr14,19812176,19859970,RP11-146E13.4,0,+
9443,gene_18497,chr14,19719543,19720591,RP11-146E13.5,0,-
9444,gene_18498,chr3,138666076,138672293,FOXL2NB,0,+
9445,gene_18499,chrX,69509940,69640682,KIF4A,0,+
9446,gene_185,chr4,41746099,41750987,PHOX2B,0,-
9447,gene_1850,chr6,90270594,90276763,RP11-16C18.3,0,-
9448,gene_18500,chr1,213165524,213189168,ANGEL2,0,-
9449,gene_18501,chr4,40379469,40379530,RNU7-74P,0,-
9450,gene_18502,chr6,7276264,7299105,RP11-69L16.4,0,+
9451,gene_18503,chr17,21026677,21096578,DHRS7B,0,+
9452,gene_18504,chr17,9674751,9694614,DHRS7C,0,-
9453,gene_18505,chr3,47705116,47705424,RP11-395P16.1,0,+
9454,gene_18506,chr11,89783113,89783434,RP11-529A4.9,0,+
9455,gene_18507,chr6,7341087,7342289,RP11-69L16.6,0,-
9456,gene_18508,chr16,1603656,1604131,LA16c-380F5.3,0,-
9457,gene_18509,chr8,21906506,21940038,DMTN,0,+
9458,gene_1851,chrX,135024637,135029298,RP11-97N5.2,0,-
9459,gene_18510,chr20,35918041,35945663,MANBAL,0,+
9460,gene_18511,chr19,39745556,39745909,MSRB1P1,0,-
9461,gene_18512,chr3,71724567,71803924,EIF4E3,0,-
9462,gene_18513,chr6,74037247,74038740,RP11-398K22.6,0,+
9463,gene_18514,chr14,101518340,101518436,AL132709.3,0,+
9464,gene_18515,chr14,101505680,101505774,AL132709.2,0,+
9465,gene_18516,chr14,101540206,101544247,AL132709.1,0,-
9466,gene_18517,chr11,59596741,59612974,GIF,0,-
9467,gene_18518,chr2,150443710,150704747,AC144449.1,0,+
9468,gene_18519,chr6,74001685,74003000,RP11-398K22.9,0,+
9469,gene_1852,chr17,1588020,1588445,RP11-961A15.3,0,+
9470,gene_18520,chr9,66858537,66858612,AL353626.1,0,-
9471,gene_18521,chr9,66861461,66861543,AL353626.2,0,-
9472,gene_18522,chr3,62764851,62765460,RP11-1036F1.1,0,-
9473,gene_18523,chr4,68582093,68583106,RP11-453E17.2,0,-
9474,gene_18524,chr4,68566998,68946670,RP11-453E17.1,0,+
9475,gene_18525,chr2,98272426,98280570,ACTR1B,0,-
9476,gene_18526,chr6,107513504,107513777,RP11-300D11.3,0,+
9477,gene_18527,chr4,68590901,68592113,RP11-453E17.4,0,-
9478,gene_18528,chr5,37379314,37753537,WDR70,0,+
9479,gene_18529,chr15,85182512,85197574,WDR73,0,-
9480,gene_1853,chr14,100730118,100731742,RP11-638I2.2,0,+
9481,gene_18530,chr15,53805938,54055075,WDR72,0,-
9482,gene_18531,chr2,190306159,190340291,WDR75,0,+
9483,gene_18532,chr11,62599814,62609281,WDR74,0,-
9484,gene_18533,chr1,111982512,111991998,WDR77,0,-
9485,gene_18534,chr15,44119161,44160617,WDR76,0,+
9486,gene_18535,chrX,70917046,70926305,LINC00891,0,+
9487,gene_18536,chr22,20193920,20196047,LINC00896,0,+
9488,gene_18537,chr4,23516563,23516907,AC006052.1,0,-
9489,gene_18538,chr22,19552726,19554362,LINC00895,0,-
9490,gene_18539,chrX,138663929,138790386,MCF2,0,-
9491,gene_1854,chr17,1629042,1641879,RP11-961A15.1,0,-
