id,X.chrom,start,end,name,score,strand
circ_15786,chr4,103432036,103459113,NFKB1,16,+
circ_15787,chr4,103498032,103505977,NFKB1,5,+
circ_15788,chr4,103501691,103504114,NFKB1,432,+
circ_15789,chr4,103501691,103505977,NFKB1,5,+
circ_1579,chr1,31447497,31454252,PUM1,2,-
circ_15790,chr4,103571693,103586009,MANBA,23,-
circ_15791,chr4,103571693,103595227,MANBA,8,-
circ_15792,chr4,103571693,103600866,MANBA,4,-
circ_15793,chr4,103578838,103595227,MANBA,4,-
circ_15794,chr4,103585841,103595227,MANBA,7,-
circ_15795,chr4,103585841,103600866,MANBA,28,-
circ_15796,chr4,103585841,103611928,MANBA,3,-
circ_15797,chr4,103585841,103635718,MANBA,8,-
circ_15798,chr4,103600767,103635718,MANBA,2,-
circ_15799,chr4,103610730,103611928,MANBA,8,-
circ_158,chr1,114267380,114281421,PHTF1,8,-
circ_1580,chr1,31447497,31455487,PUM1,4,-
circ_15800,chr4,103610730,103612114,MANBA,499,-
circ_15801,chr4,103610730,103635718,MANBA,97,-
circ_15802,chr4,103610730,103647840,MANBA,452,-
circ_15803,chr4,103610730,103651893,MANBA,19,-
circ_15804,chr4,103610730,103655728,MANBA,5,-
circ_15805,chr4,103610730,103657592,MANBA,3,-
circ_15806,chr4,103635594,103645124,MANBA,66,-
circ_15807,chr4,103635594,103647840,MANBA,4890,-
circ_15808,chr4,103635594,103648718,MANBA,43,-
circ_15809,chr4,103635594,103651893,MANBA,52,-
circ_1581,chr1,31452908,31455487,PUM1,28,-
circ_15810,chr4,103635594,103655728,MANBA,136,-
circ_15811,chr4,103635594,103657592,MANBA,415,-
circ_15812,chr4,103635594,103675152,MANBA,48,-
circ_15813,chr4,103644027,103647840,MANBA,1744,-
circ_15814,chr4,103644027,103648718,MANBA,5,-
circ_15815,chr4,103644027,103651893,MANBA,24,-
circ_15816,chr4,103644027,103655728,MANBA,2,-
circ_15817,chr4,103644027,103657592,MANBA,38,-
circ_15818,chr4,103644027,103675152,MANBA,7,-
circ_15819,chr4,103647745,103651893,MANBA,4,-
circ_1582,chr1,31465236,31468067,PUM1,552,-
circ_15820,chr4,103720684,103722610,UBE2D3,5,-
circ_15821,chr4,103722716,103723717,UBE2D3,16,-
circ_15822,chr4,103853280,103870584,SLC9B1,2,-
circ_15823,chr4,103987483,103988749,SLC9B2,19,-
circ_15824,chr4,104084293,104102613,CENPE,2,-
circ_15825,chr4,104095892,104107018,CENPE,2,-
circ_15826,chr4,105439733,105440611,,4393,-
circ_15827,chr4,105439733,105444476,,16,-
circ_15828,chr4,105471122,105479464,,4,-
circ_15829,chr4,106092971,106111662,TET2,57,+
circ_1583,chr1,31465236,31479946,PUM1,14,-
circ_15830,chr4,106155053,106158508,TET2,726,+
circ_15831,chr4,106157325,106157741,TET2,2,+
circ_15832,chr4,106159670,106194075,TET2,8,+
circ_15833,chr4,106162495,106164935,TET2,3,+
circ_15834,chr4,106162495,106194075,TET2,2,+
circ_15835,chr4,106180775,106194075,TET2,152,+
circ_15836,chr4,106317405,106320321,PPA2,2,-
circ_15837,chr4,106317405,106345479,PPA2,214,-
circ_15838,chr4,106317405,106355318,PPA2,69,-
circ_15839,chr4,106317405,106359193,PPA2,126,-
circ_1584,chr1,31465236,31479949,PUM1,95,-
circ_15840,chr4,106345352,106355318,PPA2,8,-
circ_15841,chr4,106345352,106359193,PPA2,8,-
circ_15842,chr4,106345352,106367659,PPA2,8,-
circ_15843,chr4,106345352,106370560,PPA2,27,-
circ_15844,chr4,106345352,106374799,PPA2,25,-
circ_15845,chr4,106345352,106377902,PPA2,1140,-
circ_15846,chr4,106345352,106388213,PPA2,6,-
circ_15847,chr4,106367539,106374799,PPA2,13,-
circ_15848,chr4,106367539,106377902,PPA2,744,-
circ_15849,chr4,106370506,106377902,PPA2,44,-
circ_1585,chr1,31478699,31479949,PUM1,96,-
circ_15850,chr4,106377404,106377902,PPA2,3,-
circ_15851,chr4,106613132,106614643,INTS12,35,-
circ_15852,chr4,106613132,106616825,INTS12,4,-
circ_15853,chr4,106614455,106616825,INTS12,2,-
circ_15854,chr4,106638749,106650656,GSTCD,2,+
circ_15855,chr4,107016638,107037535,TBCK,6,-
circ_15856,chr4,107092251,107115911,TBCK,5,-
circ_15857,chr4,107092251,107133992,TBCK,86,-
circ_15858,chr4,107092251,107154807,TBCK,2,-
circ_15859,chr4,107114765,107133992,TBCK,57,-
circ_1586,chr1,31528159,31532424,PUM1,4,-
circ_15860,chr4,107181593,107230146,TBCK,3,-
circ_15861,chr4,107216250,107230146,TBCK,85,-
circ_15862,chr4,107246141,107253040,AIMP1,4,+
circ_15863,chr4,108543092,108547066,,2,+
circ_15864,chr4,108552786,108581228,PAPSS1,2,-
circ_15865,chr4,108565957,108581228,PAPSS1,6,-
circ_15866,chr4,108603170,108615162,PAPSS1,212,-
circ_15867,chr4,108603170,108622441,PAPSS1,110,-
circ_15868,chr4,108816465,108824542,SGMS2,2,+
circ_15869,chr4,108930914,108935744,HADH,9,+
circ_1587,chr1,31532050,31532424,PUM1,62,-
circ_15870,chr4,108984778,109000770,LEF1,113,-
circ_15871,chr4,108993992,109000770,LEF1,11,-
circ_15872,chr4,108994006,109000770,LEF1,9,-
circ_15873,chr4,108999375,109000770,LEF1,3,-
circ_15874,chr4,108999375,109010413,LEF1,5,-
circ_15875,chr4,109120977,109177964,,3,+
circ_15876,chr4,109511518,109519851,LOC285456,2,-
circ_15877,chr4,109576719,109578803,OSTC,7,+
circ_15878,chr4,110384056,110384800,SEC24B,163,+
circ_15879,chr4,110384056,110394342,SEC24B,20,+
circ_1588,chr1,31734375,31740779,SNRNP40,3,-
circ_15880,chr4,110384056,110416012,SEC24B,4,+
circ_15881,chr4,110394159,110402937,SEC24B,2,+
circ_15882,chr4,110402832,110416012,SEC24B,2,+
circ_15883,chr4,110412482,110416012,SEC24B,350,+
circ_15884,chr4,110412482,110437796,SEC24B,6,+
circ_15885,chr4,110427483,110435012,SEC24B,9,+
circ_15886,chr4,110427483,110437796,SEC24B,3,+
circ_15887,chr4,110431164,110433239,SEC24B,20,+
circ_15888,chr4,110434902,110441640,SEC24B,17,+
circ_15889,chr4,110442272,110442782,SEC24B,16,+
circ_1589,chr1,31782890,31811895,ZCCHC17,3,+
circ_15890,chr4,110448477,110459752,SEC24B,2,+
circ_15891,chr4,110451444,110452678,SEC24B,64,+
circ_15892,chr4,110451444,110454841,SEC24B,12,+
circ_15893,chr4,110580166,110581521,CCDC109B,98,+
circ_15894,chr4,110580166,110585550,CCDC109B,207,+
circ_15895,chr4,110843314,110866431,EGF,10,+
circ_15896,chr4,110862101,110866431,EGF,218,+
circ_15897,chr4,110862101,110909865,EGF,14,+
circ_15898,chr4,113236956,113240371,ALPK1,10,+
circ_15899,chr4,113298885,113333181,ALPK1,2,+
circ_159,chr1,114269039,114281421,PHTF1,7,-
circ_1590,chr1,31791013,31811895,ZCCHC17,8,+
circ_15900,chr4,113483526,113506881,C4orf21,170,-
circ_15901,chr4,113483526,113511030,C4orf21,11,-
circ_15902,chr4,113483526,113541346,C4orf21,2,-
circ_15903,chr4,113559773,113566027,LARP7,21,+
circ_15904,chr4,113568354,113568705,LARP7,18,+
circ_15905,chr4,119026172,119036115,NDST3,5,+
circ_15906,chr4,119026172,119064839,NDST3,18,+
circ_15907,chr4,119618336,119621797,METTL14,8,+
circ_15908,chr4,120160372,120194863,USP53,2,+
circ_15909,chr4,120166491,120170037,USP53,2,+
circ_1591,chr1,31810021,31811895,ZCCHC17,294,+
circ_15910,chr4,120166491,120194863,USP53,12,+
circ_15911,chr4,120180974,120190992,USP53,2,+
circ_15912,chr4,120188474,120194863,USP53,9,+
circ_15913,chr4,120414487,120419058,LOC645513,5,+
circ_15914,chr4,120419717,120432289,PDE5A,5,-
circ_15915,chr4,120433505,120449944,AF085995,8,+
circ_15916,chr4,120440199,120474901,PDE5A,3,-
circ_15917,chr4,120440199,120481518,PDE5A,2,-
circ_15918,chr4,120460114,120528452,PDE5A,4,-
circ_15919,chr4,120517677,120528452,PDE5A,165,-
circ_1592,chr1,31810021,31821821,ZCCHC17,207,+
circ_15920,chr4,121675707,121732604,PRDM5,11,-
circ_15921,chr4,121698342,121706246,PRDM5,13,-
circ_15922,chr4,1219147,1222131,CTBP1,5,-
circ_15923,chr4,1219147,1232125,CTBP1,38,-
circ_15924,chr4,1219147,1235307,CTBP1,657,-
circ_15925,chr4,1221986,1235307,CTBP1,46,-
circ_15926,chr4,122590708,122599105,ANXA5,2,-
circ_15927,chr4,122724069,122734535,EXOSC9,2,+
circ_15928,chr4,122725776,122731254,EXOSC9,145,+
circ_15929,chr4,122732737,122735202,EXOSC9,6,+
circ_1593,chr1,31819486,31821821,ZCCHC17,75,+
circ_15930,chr4,122754385,122756438,BBS7,9,-
circ_15931,chr4,122754385,122760851,BBS7,15,-
circ_15932,chr4,123091769,123097069,KIAA1109,167,+
circ_15933,chr4,123091769,123109243,KIAA1109,2,+
circ_15934,chr4,123111154,123122281,KIAA1109,6,+
circ_15935,chr4,123113383,123120605,KIAA1109,23,+
circ_15936,chr4,123113383,123128793,KIAA1109,4,+
circ_15937,chr4,123117789,123122281,KIAA1109,2,+
circ_15938,chr4,123117789,123132250,KIAA1109,2,+
circ_15939,chr4,123192172,123210347,KIAA1109,2,+
circ_1594,chr1,32373261,32377427,PTP4A2,7,-
circ_15940,chr4,1231970,1235307,CTBP1,5,-
circ_15941,chr4,123234782,123238017,KIAA1109,5,+
circ_15942,chr4,123848788,123859404,SPATA5,10,+
circ_15943,chr4,123848788,123868643,SPATA5,3,+
circ_15944,chr4,123848788,123900541,SPATA5,27,+
circ_15945,chr4,123848791,123900541,SPATA5,2,+
circ_15946,chr4,123856868,123900541,SPATA5,3,+
circ_15947,chr4,123900386,123949550,SPATA5,3,+
circ_15948,chr4,123940316,123949550,SPATA5,4,+
circ_15949,chr4,123977541,123978443,SPATA5,59,+
circ_1595,chr1,32373261,32385259,PTP4A2,10,-
circ_15950,chr4,123977541,124011860,SPATA5,3,+
circ_15951,chr4,125590138,125600060,ANKRD50,2,-
circ_15952,chr4,1259127,1259695,C4orf42,4,+
circ_15953,chr4,128590190,128609022,INTU,18,+
circ_15954,chr4,128726227,128732791,HSPA4L,3,+
circ_15955,chr4,128842678,128861152,MFSD8,539,-
circ_15956,chr4,128851837,128854248,MFSD8,70,-
circ_15957,chr4,128851837,128859993,MFSD8,54,-
circ_15958,chr4,128851837,128863313,MFSD8,10,-
circ_15959,chr4,128851837,128865147,MFSD8,3,-
circ_1596,chr1,32377296,32385259,PTP4A2,17,-
circ_15960,chr4,128854139,128865147,MFSD8,2,-
circ_15961,chr4,128895091,128905578,C4orf29,4,+
circ_15962,chr4,128904093,128910976,C4orf29,39,+
circ_15963,chr4,128930074,128942393,C4orf29,5,+
circ_15964,chr4,128938512,128942393,C4orf29,17,+
circ_15965,chr4,128938512,128950008,C4orf29,44,+
circ_15966,chr4,128938517,128942393,C4orf29,8,+
circ_15967,chr4,128938517,128950008,C4orf29,154,+
circ_15968,chr4,128938517,128951827,C4orf29,15,+
circ_15969,chr4,128941234,128942393,C4orf29,13,+
circ_1597,chr1,32381491,32385259,PTP4A2,21,-
circ_15970,chr4,128949629,128951827,C4orf29,2,+
circ_15971,chr4,128995614,128999117,LARP1B,661,+
circ_15972,chr4,128995614,129003460,LARP1B,409,+
circ_15973,chr4,128995614,129012299,LARP1B,10,+
circ_15974,chr4,128995614,129012667,LARP1B,121,+
circ_15975,chr4,128995614,129019485,LARP1B,41,+
circ_15976,chr4,128998942,129003460,LARP1B,18,+
circ_15977,chr4,129012155,129012667,LARP1B,27,+
circ_15978,chr4,129035724,129099797,LARP1B,2,+
circ_15979,chr4,129042980,129083472,LARP1B,29,+
circ_1598,chr1,32381495,32385259,PTP4A2,1329,-
circ_15980,chr4,129042980,129099797,LARP1B,2,+
circ_15981,chr4,129083348,129100667,LARP1B,11,+
circ_15982,chr4,129752887,129773423,PHF17,107,+
circ_15983,chr4,129764107,129773423,PHF17,2,+
circ_15984,chr4,129767529,129773423,PHF17,3,+
circ_15985,chr4,129857809,129864343,SCLT1,86,-
circ_15986,chr4,129857809,129867307,SCLT1,14,-
circ_15987,chr4,129857809,129869725,SCLT1,66,-
circ_15988,chr4,129857809,129873995,SCLT1,2,-
circ_15989,chr4,129857809,129880932,SCLT1,492,-
circ_1599,chr1,32384570,32385259,PTP4A2,13,-
circ_15990,chr4,129857809,129886473,SCLT1,18,-
circ_15991,chr4,129857809,129891623,SCLT1,892,-
circ_15992,chr4,129857809,129893507,SCLT1,52,-
circ_15993,chr4,129857809,129920949,SCLT1,43,-
circ_15994,chr4,129857809,129925031,SCLT1,415,-
circ_15995,chr4,129860938,129864343,SCLT1,4,-
circ_15996,chr4,129864150,129880932,SCLT1,2,-
circ_15997,chr4,129867161,129880932,SCLT1,7,-
circ_15998,chr4,129867161,129891623,SCLT1,28,-
circ_15999,chr4,129867161,129925031,SCLT1,55,-
circ_16,chr1,100568510,100576039,SASS6,6,-
circ_160,chr1,114280731,114281421,PHTF1,14,-
circ_1600,chr1,32495898,32497241,KHDRBS1,2,+
circ_16000,chr4,129873497,129920949,SCLT1,2,-
circ_16001,chr4,129873923,129891623,SCLT1,6,-
circ_16002,chr4,129873923,129920949,SCLT1,66,-
circ_16003,chr4,129873923,129925031,SCLT1,122,-
circ_16004,chr4,129878180,129920949,SCLT1,2,-
circ_16005,chr4,129880754,129925031,SCLT1,3,-
circ_16006,chr4,129886381,129920949,SCLT1,6,-
circ_16007,chr4,129886381,129925031,SCLT1,2,-
circ_16008,chr4,129891532,129920949,SCLT1,2,-
circ_16009,chr4,129891532,129925031,SCLT1,41,-
circ_1601,chr1,32495898,32498935,KHDRBS1,191,+
circ_16010,chr4,129913321,129920949,SCLT1,12,-
circ_16011,chr4,129913321,129925031,SCLT1,9133,-
circ_16012,chr4,129919028,129925031,SCLT1,338,-
circ_16013,chr4,1305766,1321491,MAEA,8,+
circ_16014,chr4,1332861,1360219,MAEA|KIAA1530,2,+
circ_16015,chr4,13338516,13363257,,3,-
circ_16016,chr4,13338516,13383218,RAB28,6,-
circ_16017,chr4,13343862,13383218,RAB28,11,-
circ_16018,chr4,13426733,13429861,RAB28,8,-
circ_16019,chr4,1343311,1360219,KIAA1530,2,+
circ_1602,chr1,32495898,32504220,KHDRBS1,3,+
circ_16020,chr4,13462322,13481150,RAB28,3,-
circ_16021,chr4,13578461,13579255,BOD1L,2,-
circ_16022,chr4,13578461,13589395,BOD1L,62,-
circ_16023,chr4,139979822,140060651,ELF2,2,-
circ_16024,chr4,139981477,139983211,ELF2,10,-
circ_16025,chr4,139981477,139994721,ELF2,68,-
circ_16026,chr4,139988837,139994721,ELF2,35,-
circ_16027,chr4,139993019,139994721,ELF2,201,-
circ_16028,chr4,140037802,140046483,ELF2,408,-
circ_16029,chr4,140037802,140060651,ELF2,540,-
circ_1603,chr1,32495898,32510991,KHDRBS1,5,+
circ_16030,chr4,140037802,140073134,,2,-
circ_16031,chr4,140037802,140089196,,36,-
circ_16032,chr4,140046317,140059021,ELF2,29,-
circ_16033,chr4,140046317,140060651,ELF2,1036,-
circ_16034,chr4,140046317,140073134,ELF2,4,-
circ_16035,chr4,140046317,140089196,ELF2,88,-
circ_16036,chr4,140058783,140060651,ELF2,643,-
circ_16037,chr4,140058783,140089196,ELF2,52,-
circ_16038,chr4,140258001,140262223,NAA15,38,+
circ_16039,chr4,140263979,140265493,NAA15,76,+
circ_1604,chr1,32497124,32498935,KHDRBS1,2,+
circ_16040,chr4,140291364,140291558,NAA15,6,+
circ_16041,chr4,140291364,140300008,NAA15,2,+
circ_16042,chr4,140314744,140325644,,42,+
circ_16043,chr4,140599696,140625350,MGST2,2,+
circ_16044,chr4,140616350,140625350,MGST2,114,+
circ_16045,chr4,140624608,140625350,MGST2,23,+
circ_16046,chr4,140810510,140812121,MAML3,172,-
circ_16047,chr4,141006941,141007665,MAML3,2,-
circ_16048,chr4,141446573,141464740,ELMOD2,3,+
circ_16049,chr4,141456886,141464740,ELMOD2,4,+
circ_1605,chr1,32497124,32504220,KHDRBS1,3,+
circ_16050,chr4,142347715,142357231,,2,+
circ_16051,chr4,143003183,143045913,INPP4B,2,-
circ_16052,chr4,143029245,143045913,INPP4B,2,-
circ_16053,chr4,143066992,143081714,INPP4B,3,-
circ_16054,chr4,143066992,143114348,INPP4B,10,-
circ_16055,chr4,143081510,143114348,INPP4B,2,-
circ_16056,chr4,143094784,143114348,INPP4B,21,-
circ_16057,chr4,143114239,143130179,INPP4B,2,-
circ_16058,chr4,143159016,143181717,INPP4B,2,-
circ_16059,chr4,143226610,143326477,INPP4B,2,-
circ_1606,chr1,32502510,32504220,KHDRBS1,30,+
circ_16060,chr4,143324090,143326477,INPP4B,2,-
circ_16061,chr4,143324090,143383879,INPP4B,85,-
circ_16062,chr4,143575739,143650650,INPP4B,4,-
circ_16063,chr4,143603075,143655664,INPP4B,3,-
circ_16064,chr4,144118975,144124719,USP38,2,+
circ_16065,chr4,144336629,144336924,GAB1,30,+
circ_16066,chr4,144336629,144361535,GAB1,16,+
circ_16067,chr4,144336629,144387378,GAB1,10,+
circ_16068,chr4,144336629,144390430,GAB1,4,+
circ_16069,chr4,144354643,144361535,GAB1,3,+
circ_1607,chr1,32560384,32566163,TMEM39B,2,+
circ_16070,chr4,144380537,144387378,GAB1,2,+
circ_16071,chr4,144449020,144449867,SMARCA5,50,+
circ_16072,chr4,144449020,144451679,SMARCA5,163,+
circ_16073,chr4,144464661,144465125,SMARCA5,17079,+
circ_16074,chr4,144530863,144566308,,2,+
circ_16075,chr4,144780168,144787229,,19,+
circ_16076,chr4,145888236,145916755,ANAPC10,2,-
circ_16077,chr4,145962468,146017263,ANAPC10,2,-
circ_16078,chr4,146744573,146770713,ZNF827,48,-
circ_16079,chr4,146767107,146770713,ZNF827,63,-
circ_1608,chr1,32627547,32632897,KPNA6,3,+
circ_16080,chr4,146791396,146813567,ZNF827,7,-
circ_16081,chr4,146806829,146813567,ZNF827,2,-
circ_16082,chr4,147204343,147215247,SLC10A7,3,-
circ_16083,chr4,147214080,147215247,SLC10A7,9,-
circ_16084,chr4,147227077,147230127,SLC10A7,84,-
circ_16085,chr4,147363934,147431201,SLC10A7,4,-
circ_16086,chr4,147415248,147431201,SLC10A7,7,-
circ_16087,chr4,147425000,147431201,SLC10A7,35,-
circ_16088,chr4,147430323,147431201,SLC10A7,2,-
circ_16089,chr4,148554915,148555709,TMEM184C,41,+
circ_1609,chr1,32628835,32632897,KPNA6,21,+
circ_16090,chr4,148554915,148555732,TMEM184C,128,+
circ_16091,chr4,148575002,148575717,PRMT10,3,-
circ_16092,chr4,148729216,148744108,ARHGAP10,8,+
circ_16093,chr4,148775826,148803083,ARHGAP10,90,+
circ_16094,chr4,148778703,148803083,ARHGAP10,353,+
circ_16095,chr4,148785996,148803083,ARHGAP10,20,+
circ_16096,chr4,148800382,148803083,ARHGAP10,26,+
circ_16097,chr4,148827788,148867855,ARHGAP10,6,+
circ_16098,chr4,148827788,148887990,ARHGAP10,2,+
circ_16099,chr4,148860975,148887990,ARHGAP10,29,+
circ_161,chr1,114339984,114340658,RSBN1,7,-
circ_1610,chr1,32657911,32658901,TXLNA,2,+
circ_16100,chr4,148867767,148887990,ARHGAP10,37,+
circ_16101,chr4,148867767,148944564,ARHGAP10,4,+
circ_16102,chr4,148886174,148887990,ARHGAP10,18,+
circ_16103,chr4,149073619,149076052,NR3C2,20,-
circ_16104,chr4,149356255,149358014,NR3C2,5,-
circ_16105,chr4,149398524,149465736,,2,+
circ_16106,chr4,15008928,15034835,CPEB2,20,+
circ_16107,chr4,15054037,15063884,CPEB2,3,+
circ_16108,chr4,151023629,151023964,DCLK2,4,+
circ_16109,chr4,151223776,151247050,LRBA,28,-
circ_1611,chr1,32691771,32692131,EIF3I,33,+
circ_16110,chr4,151223776,151271311,LRBA,4,-
circ_16111,chr4,151336589,151412187,LRBA,9,-
circ_16112,chr4,151356740,151412187,LRBA,2,-
circ_16113,chr4,151388824,151412187,LRBA,100,-
circ_16114,chr4,151509199,151512011,LRBA,15,-
circ_16115,chr4,151509199,151520283,LRBA,41,-
circ_16116,chr4,151656409,151729550,LRBA,233,-
circ_16117,chr4,151656409,151738409,LRBA,16,-
circ_16118,chr4,151656409,151753128,LRBA,11,-
circ_16119,chr4,151682934,151738409,LRBA,59,-
circ_1612,chr1,32694099,32694809,EIF3I,5,+
circ_16120,chr4,151682934,151753128,LRBA,7,-
circ_16121,chr4,151719232,151738409,LRBA,767,-
circ_16122,chr4,151719232,151753128,LRBA,14,-
circ_16123,chr4,151727422,151729550,LRBA,10,-
circ_16124,chr4,151727422,151738409,LRBA,82,-
circ_16125,chr4,151727422,151753128,LRBA,7,-
circ_16126,chr4,151749331,151753128,LRBA,10,-
circ_16127,chr4,151788822,151814301,LRBA,20,-
circ_16128,chr4,151792496,151814301,LRBA,5,-
circ_16129,chr4,151814203,151818970,LRBA,2,-
circ_1613,chr1,32697344,32697785,MTMR9LP,4,-
circ_16130,chr4,151817545,151837890,LRBA,7,-
circ_16131,chr4,152336875,152403800,FAM160A1,61,+
circ_16132,chr4,152375852,152403800,FAM160A1,13,+
circ_16133,chr4,153253747,153259088,FBXW7,25,-
circ_16134,chr4,153303340,153333681,FBXW7,59,-
circ_16135,chr4,153332454,153333024,FBXW7,34,-
circ_16136,chr4,153332454,153333681,FBXW7,8756,-
circ_16137,chr4,153332454,153391140,FBXW7,476,-
circ_16138,chr4,153332454,153403825,FBXW7,19,-
circ_16139,chr4,153391092,153398932,FBXW7,3,-
circ_1614,chr1,32745271,32745811,LCK,523,+
circ_16140,chr4,153391092,153403825,FBXW7,154,-
circ_16141,chr4,153403521,153403825,FBXW7,21,-
circ_16142,chr4,153562079,153574079,TMEM154,241,-
circ_16143,chr4,153573689,153574079,TMEM154,117,-
circ_16144,chr4,153750776,153793716,ARFIP1,7,+
circ_16145,chr4,153750776,153809459,ARFIP1,2,+
circ_16146,chr4,153784757,153809459,ARFIP1,18,+
circ_16147,chr4,154315413,154318485,MND1,247,+
circ_16148,chr4,154315413,154336050,MND1,6,+
circ_16149,chr4,154394996,154395666,KIAA0922,6,+
circ_1615,chr1,32792539,32793278,HDAC1,6,+
circ_16150,chr4,154471224,154479520,KIAA0922,37,+
circ_16151,chr4,154501977,154502712,KIAA0922,2,+
circ_16152,chr4,154501977,154510159,KIAA0922,34,+
circ_16153,chr4,154508893,154519884,KIAA0922,4,+
circ_16154,chr4,154524454,154533552,KIAA0922,3,+
circ_16155,chr4,154547298,154553990,KIAA0922,184,+
circ_16156,chr4,154548756,154553990,KIAA0922,4,+
circ_16157,chr4,154553554,154554153,,2,-
circ_16158,chr4,154624043,154636207,TLR2,3,+
circ_16159,chr4,154624043,154644446,TLR2,38,+
circ_1616,chr1,33097427,33099673,ZBTB8OS,4,-
circ_16160,chr4,154633621,154644446,,21,+
circ_16161,chr4,154633668,154644446,,76,+
circ_16162,chr4,15613888,15646280,FBXL5,2,-
circ_16163,chr4,15613888,15646331,FBXL5,119,-
circ_16164,chr4,15626874,15628578,FBXL5,19,-
circ_16165,chr4,15626874,15629656,FBXL5,4,-
circ_16166,chr4,15626874,15632414,FBXL5,73,-
circ_16167,chr4,15626874,15642506,FBXL5,11,-
circ_16168,chr4,15626874,15646280,FBXL5,30,-
circ_16169,chr4,15626874,15646331,FBXL5,355,-
circ_1617,chr1,33097427,33100393,ZBTB8OS,327,-
circ_16170,chr4,15632288,15646331,FBXL5,8,-
circ_16171,chr4,15638116,15640317,FBXL5,2,-
circ_16172,chr4,15638116,15642506,FBXL5,3,-
circ_16173,chr4,15638116,15646280,FBXL5,2,-
circ_16174,chr4,15638116,15646331,FBXL5,79,-
circ_16175,chr4,15642410,15646331,FBXL5,20,-
circ_16176,chr4,156617907,156625145,GUCY1A3,35,+
circ_16177,chr4,156617907,156643344,GUCY1A3,20,+
circ_16178,chr4,156696119,156698794,GUCY1B3,186,+
circ_16179,chr4,15709133,15739664,BST1,2,+
circ_1618,chr1,33099245,33099711,ZBTB8OS,36,-
circ_16180,chr4,15713429,15720616,BST1,105,+
circ_16181,chr4,15818133,15826639,CD38,12,+
circ_16182,chr4,15835839,15842161,CD38,2,+
circ_16183,chr4,159634270,159636820,PPID,14,-
circ_16184,chr4,159634270,159636836,PPID,44,-
circ_16185,chr4,159747067,159756628,FNIP2,23,+
circ_16186,chr4,160107793,160131735,,21,+
circ_16187,chr4,160225493,160235920,RAPGEF2,22,+
circ_16188,chr4,160225493,160251162,RAPGEF2,2,+
circ_16189,chr4,16175826,16177851,TAPT1,7,-
circ_1619,chr1,33099245,33100393,ZBTB8OS,7,-
circ_16190,chr4,16188157,16189978,TAPT1,7,-
circ_16191,chr4,16204084,16215521,TAPT1,2,-
circ_16192,chr4,16215390,16216185,TAPT1,2,-
circ_16193,chr4,16240393,16324659,FLJ39653,3,+
circ_16194,chr4,164466747,164534545,MARCH1,2,-
circ_16195,chr4,166021779,166024248,TMEM192,14,-
circ_16196,chr4,166141085,166150065,KLHL2,23,+
circ_16197,chr4,166215510,166220808,KLHL2,62,+
circ_16198,chr4,166215510,166226877,KLHL2,3,+
circ_16199,chr4,166226759,166231902,KLHL2,15,+
circ_162,chr1,114362198,114367794,PTPN22,47,-
circ_1620,chr1,33099551,33100393,ZBTB8OS,3,-
circ_16200,chr4,166231704,166231902,KLHL2,54,+
circ_16201,chr4,169141805,169146827,DDX60,5,-
circ_16202,chr4,169141805,169158946,DDX60,27,-
circ_16203,chr4,169157402,169158946,DDX60,117,-
circ_16204,chr4,169223450,169232516,DDX60,2,-
circ_16205,chr4,169282299,169312795,DDX60L,3,-
circ_16206,chr4,169292762,169305963,DDX60L,7,-
circ_16207,chr4,169298878,169300981,DDX60L,27,-
circ_16208,chr4,169321976,169327857,DDX60L,2,-
circ_16209,chr4,169321976,169379159,DDX60L,123,-
circ_1621,chr1,33244982,33246746,YARS,14,-
circ_16210,chr4,169327100,169336950,DDX60L,3,-
circ_16211,chr4,169337832,169343821,DDX60L,3,-
circ_16212,chr4,169342910,169343821,DDX60L,4,-
circ_16213,chr4,169343674,169374433,DDX60L,6,-
circ_16214,chr4,169343674,169379159,DDX60L,23,-
circ_16215,chr4,169344758,169354266,DDX60L,2,-
circ_16216,chr4,169353605,169374433,DDX60L,2,-
circ_16217,chr4,169362487,169379159,DDX60L,2,-
circ_16218,chr4,169362487,169393960,DDX60L,7,-
circ_16219,chr4,169369788,169374433,DDX60L,3,-
circ_1622,chr1,33276191,33276658,YARS,2,-
circ_16220,chr4,169369788,169379159,DDX60L,4,-
circ_16221,chr4,169374274,169379159,DDX60L,2,-
circ_16222,chr4,169392897,169393960,DDX60L,13,-
circ_16223,chr4,1696500,1698078,SLBP,6,-
circ_16224,chr4,169785030,169785737,CBR4,4,-
circ_16225,chr4,1697928,1701797,SLBP,2,-
circ_16226,chr4,169919352,169928907,CBR4,3,-
circ_16227,chr4,169923221,169928907,CBR4,94,-
circ_16228,chr4,170076630,170077830,SH3RF1,123,-
circ_16229,chr4,1701290,1701797,SLBP,2,-
circ_1623,chr1,33290913,33295668,S100PBP,20,+
circ_16230,chr4,1701290,1705427,SLBP,12,-
circ_16231,chr4,170384393,170400685,NEK1,9,-
circ_16232,chr4,170384393,170429482,NEK1,15,-
circ_16233,chr4,170384393,170459062,NEK1,8,-
circ_16234,chr4,170398274,170400685,NEK1,27,-
circ_16235,chr4,170398274,170429482,NEK1,13,-
circ_16236,chr4,170398274,170459062,NEK1,11,-
circ_16237,chr4,170400553,170459062,NEK1,2,-
circ_16238,chr4,170428187,170429482,NEK1,285,-
