,id,X.chrom,start,end,name,score,strand,logFC,logCPM,LR,PValue,DE,FDR
10198,circ_19176,chr6,76419242,76421132,SENP6,9,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
11184,circ_20062,chr7,5028693,5036429,RNF216P1,9,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
12634,circ_21368,chr9,111812562,111822732,C9orf5,17,-,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
13137,circ_21820,chr9,19360241,19361961,DENND4C,75,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
14016,circ_22611,chrX,21896159,21896810,MBTPS2,24,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
14114,circ_2270,chr1,94964157,94965170,ABCD3,17,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
14182,circ_22761,chrX,75367087,75368291,,8,-,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
15013,circ_2958,chr10,52220432,52226692,SGMS1,44,-,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
15859,circ_3719,chr11,14852243,14865572,PDE3B,5,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
16045,circ_3887,chr11,3765738,3774638,NUP98,35,-,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
16531,circ_4323,chr11,85725912,85737409,PICALM,21,-,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
16709,circ_4484,chr12,103761789,103762776,C12orf42,9,-,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
16836,circ_4599,chr12,1107489,1137738,ERC1,27,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
17291,circ_5007,chr12,22796696,22826594,ETNK1,61,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
17633,circ_5315,chr12,52139686,52145377,SCN8A,17,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
17652,circ_5332,chr12,56553370,56554104,MYL6,15,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
20125,circ_7559,chr15,56680669,56687032,TEX9,54,+,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
21707,circ_8983,chr17,19812493,19866335,AKAP10,10,-,-2.45090092690049,-2.86647906815917,1.34867763141081,0.245509428141932,0,1
8942,circ_18045,chr5,93964515,93966448,ANKRD32,333,+,0.790589524398448,-1.30040334467477,1.34845586081844,0.245548246776212,0,1
3690,circ_13318,chr20,35689505,35693876,RBL1,244,-,1.00057267245351,-1.58706989051152,1.34218031467853,0.246649831055703,0,1
12363,circ_21123,chr8,68044185,68049838,CSPP1,532,+,0.535177376253106,-0.431348618601583,1.34150253420164,0.246769167026079,0,1
19482,circ_6980,chr14,88883054,88904247,SPATA7,88,+,-1.91785256631856,-2.18166508928914,1.34099066072636,0.246859338751836,0,1
22659,circ_984,chr1,205585605,205593019,ELK4,1839,-,-0.410576415718838,1.02678963611488,1.33946981559967,0.247127488933356,0,1
18370,circ_598,chr1,16891301,16893846,NBPF1,417,-,0.550198332765035,-0.541472177946021,1.33929876758319,0.247157669813778,0,1
11635,circ_20469,chr8,101299728,101300495,RNF19A,186,-,-1.48728889398929,-1.95053382997902,1.33713355688191,0.247540104465756,0,1
1982,circ_11781,chr2,198281464,198285266,SF3B1,47,-,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
2205,circ_11982,chr2,217054947,217059709,XRCC5,26,+,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
3601,circ_13238,chr20,33369923,33380366,NCOA6,14,-,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
3974,circ_13574,chr20,5540585,5545724,GPCPD1,22,-,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
4614,circ_1415,chr1,244582061,244583598,ADSS,30,-,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
5800,circ_15217,chr3,27439174,27444875,SLC4A7,4,-,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
7271,circ_16541,chr4,48073533,48088654,TXK,16,-,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
8613,circ_1775,chr1,41651792,41660071,SCMH1,15,-,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
12123,circ_20908,chr8,37971709,37974243,ASH2L,25,+,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
12587,circ_21325,chr9,101891136,101911583,TGFBR1,32,+,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
13141,circ_21824,chr9,19423859,19435082,ACER2,34,+,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
17785,circ_5452,chr12,69109406,69121169,NUP107,21,+,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
21214,circ_8539,chr16,5077135,5078186,NAGPA,40,-,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
22487,circ_9685,chr17,61655830,61657304,DCAF7,32,+,2.37968946026083,-2.92496789181987,1.33709124085572,0.247547585828573,0,1
14135,circ_22719,chrX,64271341,64295792,,1841,+,-1.18270815883473,0.460861614778153,1.33235323408981,0.248387006128632,0,1
6757,circ_16079,chr4,146767107,146770713,ZNF827,63,-,2.28250011149884,-2.44947747177418,1.3319370828854,0.24846090091602,0,1
15368,circ_3277,chr10,89653781,89655534,PTEN,788,+,-0.498759731986961,-0.204373546057611,1.32810149996618,0.249143243901875,0,1
5419,circ_14875,chr3,169889160,169896726,PHC3,399,-,0.680170544674483,-1.04579065797476,1.32479947991567,0.249732507201483,0,1
14395,circ_2400,chr10,105767934,105778666,SLK,1008,+,-0.453747194753822,0.227868544090083,1.32393075524856,0.249887819603193,0,1
17155,circ_4886,chr12,124071293,124074996,TMED2,1502,+,0.432376678774548,0.662225466762573,1.32277170699089,0.250095221143975,0,1
15979,circ_3827,chr11,34093272,34098189,CAPRIN1,487,+,-0.594298083912521,-0.776951234433895,1.32251761068417,0.25014071766513,0,1
4231,circ_13805,chr21,38792600,38794168,DYRK1A,1204,+,0.433374596918729,0.499535077415336,1.32248318106084,0.250146883148345,0,1
8231,circ_17405,chr5,169454866,169461559,DOCK2,57,+,-1.91553890901278,-2.24007525980378,1.31883669856317,0.250800933659733,0,1
18305,circ_5920,chr13,37614541,37625720,FAM48A,669,-,-0.520379494462524,-0.365494305420766,1.31856814530138,0.250849185569203,0,1
10449,circ_19401,chr7,104730455,104731761,MLL5,168,+,1.57794916006339,-2.0358498195886,1.31752996735135,0.25103582585201,0,1
10645,circ_19579,chr7,138951078,138957186,UBN2,171,+,-1.28536626895548,-1.86337421726565,1.31726125000083,0.251084162758062,0,1
20483,circ_7881,chr15,76576097,76585041,ETFA,174,-,0.888596302999862,-1.47145899113667,1.31686405561603,0.251155631054541,0,1
13013,circ_21709,chr9,135172273,135176190,SETX,69,-,1.8298291215136,-2.17970922684511,1.31632112170157,0.251253363078136,0,1
9715,circ_18741,chr6,18255961,18258636,DEK,81,-,2.33304875801837,-2.47247251331942,1.31594202543728,0.251321630826583,0,1
12268,circ_21038,chr8,56854413,56860282,LYN,128,+,-1.24138241126685,-1.77010593424435,1.31541754440197,0.251416117057253,0,1
11703,circ_2053,chr1,76198328,76216231,ACADM,70,+,2.3620699687123,-2.46587513772171,1.31540969092798,0.251417532206585,0,1
11694,circ_20521,chr8,110422093,110432919,PKHD1L1,100,+,-1.91614603930413,-2.21845723640686,1.31429583373769,0.251618341769688,0,1
21518,circ_8812,chr16,81957089,81962229,PLCG2,177,+,1.98290788836677,-2.21819576801383,1.31332236430339,0.251794003133489,0,1
11107,circ_19995,chr7,40027197,40027857,CDK13,109,+,-2.10091755541187,-2.33827484664866,1.31150830643953,0.25212174977336,0,1
8732,circ_17857,chr5,74130250,74137504,FAM169A,242,-,1.06287751021612,-1.70366396811938,1.31009927108058,0.252376682579036,0,1
3854,circ_13466,chr20,47307484,47309328,PREX1,908,-,0.475985524466033,0.00532122482665895,1.3100213838274,0.252390783738401,0,1
10679,circ_19609,chr7,139827241,139829453,JHDM1D,317,-,-0.791336266704904,-1.33576561921651,1.3077539766177,0.252801713077925,0,1
7722,circ_16948,chr5,109152973,109159538,MAN2A1,103,+,-2.05958373968032,-2.24282439607068,1.30653043649815,0.253023800808648,0,1
2752,circ_12474,chr2,38201182,38231359,FAM82A1,32,+,2.33046502002248,-2.47262527761769,1.30591275855021,0.253136008163296,0,1
2662,circ_12393,chr2,32703702,32704685,BIRC6,186,+,-2.19235622059237,-2.35653328529338,1.30558969611342,0.25319472004973,0,1
16514,circ_4308,chr11,85707868,85712201,PICALM,318,-,-1.04724538731243,-1.5559367311542,1.30442610651231,0.253406324349225,0,1
8946,circ_18049,chr5,93978977,93990457,ANKRD32,1184,+,-0.456776336452309,0.141864519859059,1.30429734405751,0.253429753780181,0,1
8179,circ_17359,chr5,159520107,159521072,PWWP2A,84,-,2.38663077100301,-2.44010754276734,1.30252176078163,0.253753108299387,0,1
10967,circ_19869,chr7,27668989,27689252,HIBADH,500,-,-0.537292734304798,-0.454545956338681,1.30202942739188,0.253842857865547,0,1
19516,circ_701,chr1,1756835,1770677,GNB1,143,-,-1.18461271122432,-1.78325968821203,1.30065679188094,0.254093287868407,0,1
83,circ_10071,chr18,20572710,20576425,RBBP8,12,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
210,circ_10186,chr18,3079176,3090800,MYOM1,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
215,circ_10190,chr18,32902351,32907027,,34,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
345,circ_10307,chr18,54483261,54547396,WDR7,7,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
522,circ_10467,chr18,9512988,9513287,RALBP1,10,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
554,circ_10496,chr18,9936982,9938338,VAPA,7,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
821,circ_10736,chr19,33406242,33417179,CEP89,9,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
864,circ_10775,chr19,35510094,35510437,GRAMD1A,25,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
1098,circ_10986,chr19,54721187,54754796,LILRB3|LILRA6,13,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
1213,circ_11089,chr19,9643520,9645955,ZNF426,17,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
1385,circ_11243,chr2,120718382,120725548,PTPN4,10,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
1999,circ_11797,chr2,201721404,201722812,CLK1,21,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2054,circ_11846,chr2,202603392,202609152,ALS2,12,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2121,circ_11906,chr2,206986483,206989292,,6,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2180,circ_1196,chr1,224599128,224607317,WDR26,11,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2239,circ_12011,chr2,219423220,219427536,USP37,10,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2526,circ_12270,chr2,24866834,24881635,NCOA1,9,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2570,circ_1231,chr1,229596357,229599423,NUP133,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2690,circ_12418,chr2,33359859,33413918,LTBP1,56,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2784,circ_12502,chr2,39996849,39998780,THUMPD2,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
2956,circ_12658,chr2,55489451,55491001,MTIF2,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
3260,circ_12931,chr2,74392344,74394234,MOB1A,83,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
3335,circ_13,chr1,100515464,100535241,HIAT1,21,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
3473,circ_13122,chr20,18574374,18576885,DTD1,10,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
3774,circ_13394,chr20,43547546,43550372,PABPC1L,5,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
3949,circ_13551,chr20,49558567,49571822,DPM1,42,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
4168,circ_13749,chr21,37586378,37586854,DOPEY2,10,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
4372,circ_13932,chr22,22142545,22160234,MAPK1,30,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
4865,circ_14376,chr3,122160884,122172848,KPNA1,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
4893,circ_14400,chr3,122842912,122849463,PDIA5,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
5136,circ_1462,chr1,247607273,247608123,NLRP3,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
5279,circ_14749,chr3,154801946,154836600,MME,18,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
5406,circ_14863,chr3,169840378,169867032,PHC3,16,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
5604,circ_15040,chr3,184642649,184658031,VPS8,14,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
6303,circ_15670,chr3,69087714,69088844,TMF1,5,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
6436,circ_15790,chr4,103571693,103586009,MANBA,23,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
6643,circ_15977,chr4,129012155,129012667,LARP1B,27,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
7140,circ_16423,chr4,38037208,38055959,TBC1D1,33,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
7401,circ_16659,chr4,6998051,7006651,TBC1D14,42,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
7604,circ_16841,chr4,88973142,88987031,PKD2,6,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
7736,circ_16960,chr5,112102022,112137080,APC,32,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
7939,circ_17142,chr5,137284643,137284873,FAM13B,34,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
8177,circ_17357,chr5,159516512,159521072,PWWP2A,44,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
8401,circ_17559,chr5,36953719,36962376,NIPBL,32,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
8432,circ_17587,chr5,39127842,39135116,FYB,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
8466,circ_17617,chr5,43294157,43297268,HMGCS1,7,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
8630,circ_17765,chr5,65381274,65385003,,10,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
8854,circ_17967,chr5,79473136,79473886,SERINC5,30,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
8969,circ_1807,chr1,46067926,46070688,NASP,11,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
9594,circ_18632,chr6,159086426,159129423,SYTL3,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
9781,circ_18800,chr6,28327301,28329248,ZKSCAN3,7,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
9898,circ_18906,chr6,36044916,36063643,MAPK14,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
9921,circ_18927,chr6,36492117,36493419,STK38,39,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
9943,circ_18947,chr6,38050167,38084515,ZFAND3,25,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
10019,circ_19014,chr6,43514307,43526328,XPO5,5,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
10153,circ_19135,chr6,74345104,74354326,SLC17A5,7,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
10272,circ_19242,chr6,86246509,86253478,SNX14,9,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
10749,circ_19672,chr7,149246283,149250104,ZNF767,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
11064,circ_19956,chr7,36564709,36570120,AOAH,15,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
11095,circ_19984,chr7,38247047,38259261,STARD3NL,9,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
11261,circ_20131,chr7,6456257,6456552,DAGLB,53,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
11684,circ_20512,chr8,108306163,108359325,ANGPT1,15,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
12015,circ_20810,chr8,22355513,22370945,PPP3CC,14,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
12035,circ_20829,chr8,25156459,25159970,DOCK5,21,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
12060,circ_20851,chr8,26265515,26265892,BNIP3L,13,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
12844,circ_21557,chr9,125827626,125839041,RABGAP1,14,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
13164,circ_21845,chr9,20907148,20933102,KIAA1797,12,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
13341,circ_22003,chr9,38575472,38578145,ANKRD18A,14,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
13503,circ_2215,chr1,93029198,93101893,EVI5,32,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
13511,circ_22157,chr9,86292641,86292876,UBQLN1,8,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
13794,circ_22411,chrX,118971719,118972490,UPF3B,20,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
13811,circ_22427,chrX,122829870,122846758,THOC2,29,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
13852,circ_22464,chrX,133938130,133941738,FAM122C,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
13953,circ_22555,chrX,17043184,17065605,REPS2,5,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
14372,circ_2380,chr10,104853728,104854212,NT5C2,26,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
14389,circ_2396,chr10,105659819,105670380,OBFC1,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
14404,circ_2409,chr10,1102287,1126416,WDR37,12,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
14492,circ_2489,chr10,119003481,119012968,SLC18A2,34,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
14645,circ_2626,chr10,13165994,13178897,OPTN,7,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
14852,circ_2812,chr10,28897114,28900851,WAC,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
15010,circ_2955,chr10,51582182,51585599,NCOA4,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
15012,circ_2957,chr10,52193235,52279681,SGMS1,23,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
15062,circ_3000,chr10,64952697,64954135,JMJD1C,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
15373,circ_3281,chr10,90661412,90665417,STAMBPL1,28,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
15381,circ_3289,chr10,91503564,91514430,KIF20B,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
15453,circ_3353,chr10,94757230,94774024,EXOC6,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
16048,circ_389,chr1,154406994,154422456,IL6R,7,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
16102,circ_3938,chr11,46829580,46842819,CKAP5,27,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
16805,circ_4570,chr12,110371826,110377052,GIT2,26,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17378,circ_5086,chr12,30816422,30829521,IPO8,7,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17386,circ_5093,chr12,31841940,31862359,AMN1,12,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17551,circ_5241,chr12,48060762,48061634,RPAP3,9,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17677,circ_5355,chr12,57891939,57892406,MARS,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17688,circ_5365,chr12,5936934,5941769,ANO2,6,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17713,circ_5388,chr12,62892698,62895478,MON2,15,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17766,circ_5435,chr12,66724933,66731992,HELB,19,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17768,circ_5437,chr12,6696549,6697588,CHD4,21,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
17957,circ_5607,chr12,95425124,95451654,NR2C1,6,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
18353,circ_5964,chr13,41892941,41905505,NAA16,6,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
18360,circ_5970,chr13,42335263,42407667,KIAA0564,18,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
18890,circ_6447,chr14,35242777,35243696,BAZ1A,12,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19013,circ_6558,chr14,50190591,50192487,KLHDC1,21,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19014,circ_6559,chr14,50190591,50206900,KLHDC1,31,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19016,circ_6560,chr14,50199421,50206900,KLHDC1,46,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19076,circ_6614,chr14,50655214,50662863,SOS2,8,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19215,circ_674,chr1,173915613,173921276,RC3H1,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19314,circ_6829,chr14,68290258,68353921,RAD51B,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19510,circ_7004,chr14,91196418,91252672,TTC7B,3,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19700,circ_7176,chr15,28491026,28493882,HERC2,25,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19879,circ_7337,chr15,43690235,43694048,TUBGCP4,42,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
19941,circ_7393,chr15,44925702,44949461,SPG11,20,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
20108,circ_7543,chr15,55516086,55562482,RAB27A,14,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
20282,circ_770,chr1,179959641,179975702,CEP350,7,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
21454,circ_8755,chr16,74334012,74336190,PSMD7,60,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
21850,circ_9110,chr17,2894590,2911439,RAP1GAP2,5,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
21900,circ_9156,chr17,30320883,30321740,SUZ12,26,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
21968,circ_9217,chr17,35979812,35981565,DDX52,5,-,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
22109,circ_9344,chr17,41353702,41355803,NBR1,57,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
22185,circ_9412,chr17,45479497,45507327,C17orf57,23,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
22280,circ_9499,chr17,5248138,5250220,RABEP1,22,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
22441,circ_9643,chr17,59234488,59236812,BCAS3,3,+,2.27216334669177,-2.97152401640747,1.29986759685837,0.254237409974426,0,1
22835,circ_9999,chr18,13037235,13040955,CEP192,152,+,-1.46014506447223,-1.97168889246386,1.29746319948219,0.254677119811214,0,1
10182,circ_19161,chr6,76357446,76388643,SENP6,56,+,1.8216448640437,-2.18397626064239,1.29716092072954,0.254732466000855,0,1
109,circ_10095,chr18,21698088,21705514,TTC39C,7,+,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
396,circ_10353,chr18,662145,669173,TYMS,6,+,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
434,circ_10388,chr18,72997402,73000603,TSHZ1,40,+,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
576,circ_10515,chr19,10883154,10887892,DNM2,4,+,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
632,circ_10566,chr19,13064953,13065340,GADD45GIP1,20,-,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
944,circ_10847,chr19,44049969,44055839,XRCC1,17,-,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
1805,circ_11621,chr2,175337692,175346715,GPR155,46,-,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
1871,circ_11681,chr2,182363349,182376502,ITGA4,6,+,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
2174,circ_11954,chr2,213886716,213921823,IKZF2,14,-,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
2339,circ_12101,chr2,231772858,231775811,GPR55,11,-,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
3313,circ_1298,chr1,235298966,235318427,RBM34|ARID4B,10,-,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
3334,circ_12999,chr2,8938331,8943257,KIDINS220,6,-,2.30899118589684,-2.94104217954227,1.29405230596244,0.255302503178779,0,1
